,설립구분,지역,학교명,기준연도,출생년도,학년,구분,학생수
312767,공립,충청북도 청주시 상당구,석교초등학교,2022,11,5학년,out,3
319076,공립,충청북도 청주시 상당구,석교초등학교,2022,11,5학년,ttl,47
401086,공립,충청북도 청주시 상당구,석교초등학교,2021,11,4학년,in,8
407395,공립,충청북도 청주시 상당구,석교초등학교,2021,11,4학년,out,3
413704,공립,충청북도 청주시 상당구,석교초등학교,2021,11,4학년,ttl,44
495578,공립,충청북도 청주시 상당구,석교초등학교,2020,11,3학년,in,7
501867,공립,충청북도 청주시 상당구,석교초등학교,2020,11,3학년,out,6
508156,공립,충청북도 청주시 상당구,석교초등학교,2020,11,3학년,ttl,46
589819,공립,충청북도 청주시 상당구,석교초등학교,2019,11,2학년,in,5
596084,공립,충청북도 청주시 상당구,석교초등학교,2019,11,2학년,out,2
602349,공립,충청북도 청주시 상당구,석교초등학교,2019,11,2학년,ttl,38
683776,공립,충청북도 청주시 상당구,석교초등학교,2018,11,1학년,in,4
690028,공립,충청북도 청주시 상당구,석교초등학교,2018,11,1학년,out,3
696280,공립,충청북도 청주시 상당구,석교초등학교,2018,11,1학년,ttl,37
98328,공립,충청북도 청주시 상당구,석교초등학교,2024,12,6학년,in,22
104630,공립,충청북도 청주시 상당구,석교초등학교,2024,12,6학년,out,4
110932,공립,충청북도 청주시 상당구,석교초등학교,2024,12,6학년,ttl,66
192914,공립,충청북도 청주시 상당구,석교초등학교,2023,12,5학년,in,5
199221,공립,충청북도 청주시 상당구,석교초등학교,2023,12,5학년,out,0
205528,공립,충청북도 청주시 상당구,석교초등학교,2023,12,5학년,ttl,45
287531,공립,충청북도 청주시 상당구,석교초등학교,2022,12,4학년,in,4
293840,공립,충청북도 청주시 상당구,석교초등학교,2022,12,4학년,out,6
300149,공립,충청북도 청주시 상당구,석교초등학교,2022,12,4학년,ttl,49
382159,공립,충청북도 청주시 상당구,석교초등학교,2021,12,3학년,in,6
388468,공립,충청북도 청주시 상당구,석교초등학교,2021,12,3학년,out,3
394777,공립,충청북도 청주시 상당구,석교초등학교,2021,12,3학년,ttl,44
476711,공립,충청북도 청주시 상당구,석교초등학교,2020,12,2학년,in,11
483000,공립,충청북도 청주시 상당구,석교초등학교,2020,12,2학년,out,5
489289,공립,충청북도 청주시 상당구,석교초등학교,2020,12,2학년,ttl,40
571024,공립,충청북도 청주시 상당구,석교초등학교,2019,12,1학년,in,3
577289,공립,충청북도 청주시 상당구,석교초등학교,2019,12,1학년,out,1
583554,공립,충청북도 청주시 상당구,석교초등학교,2019,12,1학년,ttl,35
552144,공립,충청북도 청주시 청원구,석성초등학교,2020,08,6학년,in,0
558433,공립,충청북도 청주시 청원구,석성초등학교,2020,08,6학년,out,0
564722,공립,충청북도 청주시 청원구,석성초등학교,2020,08,6학년,ttl,6
646169,공립,충청북도 청주시 청원구,석성초등학교,2019,08,5학년,in,0
652434,공립,충청북도 청주시 청원구,석성초등학교,2019,08,5학년,out,0
658699,공립,충청북도 청주시 청원구,석성초등학교,2019,08,5학년,ttl,6
740007,공립,충청북도 청주시 청원구,석성초등학교,2018,08,4학년,in,0
746259,공립,충청북도 청주시 청원구,석성초등학교,2018,08,4학년,out,1
752511,공립,충청북도 청주시 청원구,석성초등학교,2018,08,4학년,ttl,7
833721,공립,충청북도 청주시 청원구,석성초등학교,2017,08,3학년,in,1
839964,공립,충청북도 청주시 청원구,석성초등학교,2017,08,3학년,out,3
846207,공립,충청북도 청주시 청원구,석성초등학교,2017,08,3학년,ttl,8
927270,공립,충청북도 청주시 청원구,석성초등학교,2016,08,2학년,in,0
933489,공립,충청북도 청주시 청원구,석성초등학교,2016,08,2학년,out,0
939708,공립,충청북도 청주시 청원구,석성초등학교,2016,08,2학년,ttl,9
1020539,공립,충청북도 청주시 청원구,석성초등학교,2015,08,1학년,in,0
1026750,공립,충청북도 청주시 청원구,석성초등학교,2015,08,1학년,out,0
1032961,공립,충청북도 청주시 청원구,석성초등학교,2015,08,1학년,ttl,9
438905,공립,충청북도 청주시 청원구,석성초등학교,2021,09,6학년,in,0
445214,공립,충청북도 청주시 청원구,석성초등학교,2021,09,6학년,out,0
451523,공립,충청북도 청주시 청원구,석성초등학교,2021,09,6학년,ttl,4
533277,공립,충청북도 청주시 청원구,석성초등학교,2020,09,5학년,in,0
539566,공립,충청북도 청주시 청원구,석성초등학교,2020,09,5학년,out,1
545855,공립,충청북도 청주시 청원구,석성초등학교,2020,09,5학년,ttl,4
627374,공립,충청북도 청주시 청원구,석성초등학교,2019,09,4학년,in,0
633639,공립,충청북도 청주시 청원구,석성초등학교,2019,09,4학년,out,2
639904,공립,충청북도 청주시 청원구,석성초등학교,2019,09,4학년,ttl,6
721251,공립,충청북도 청주시 청원구,석성초등학교,2018,09,3학년,in,2
727503,공립,충청북도 청주시 청원구,석성초등학교,2018,09,3학년,out,0
733755,공립,충청북도 청주시 청원구,석성초등학교,2018,09,3학년,ttl,4
814992,공립,충청북도 청주시 청원구,석성초등학교,2017,09,2학년,in,1
821235,공립,충청북도 청주시 청원구,석성초등학교,2017,09,2학년,out,1
827478,공립,충청북도 청주시 청원구,석성초등학교,2017,09,2학년,ttl,5
908613,공립,충청북도 청주시 청원구,석성초등학교,2016,09,1학년,in,0
914832,공립,충청북도 청주시 청원구,석성초등학교,2016,09,1학년,out,0
921051,공립,충청북도 청주시 청원구,석성초등학교,2016,09,1학년,ttl,4
325350,공립,충청북도 청주시 청원구,석성초등학교,2022,10,6학년,in,0
331659,공립,충청북도 청주시 청원구,석성초등학교,2022,10,6학년,out,0
337968,공립,충청북도 청주시 청원구,석성초등학교,2022,10,6학년,ttl,4
419978,공립,충청북도 청주시 청원구,석성초등학교,2021,10,5학년,in,0
426287,공립,충청북도 청주시 청원구,석성초등학교,2021,10,5학년,out,0
432596,공립,충청북도 청주시 청원구,석성초등학교,2021,10,5학년,ttl,4
514410,공립,충청북도 청주시 청원구,석성초등학교,2020,10,4학년,in,0
520699,공립,충청북도 청주시 청원구,석성초등학교,2020,10,4학년,out,0
526988,공립,충청북도 청주시 청원구,석성초등학교,2020,10,4학년,ttl,5
608579,공립,충청북도 청주시 청원구,석성초등학교,2019,10,3학년,in,0
614844,공립,충청북도 청주시 청원구,석성초등학교,2019,10,3학년,out,0
621109,공립,충청북도 청주시 청원구,석성초등학교,2019,10,3학년,ttl,5
702495,공립,충청북도 청주시 청원구,석성초등학교,2018,10,2학년,in,0
708747,공립,충청북도 청주시 청원구,석성초등학교,2018,10,2학년,out,1
714999,공립,충청북도 청주시 청원구,석성초등학교,2018,10,2학년,ttl,8
796263,공립,충청북도 청주시 청원구,석성초등학교,2017,10,1학년,in,0
802506,공립,충청북도 청주시 청원구,석성초등학교,2017,10,1학년,out,0
808749,공립,충청북도 청주시 청원구,석성초등학교,2017,10,1학년,ttl,8
211800,공립,충청북도 청주시 청원구,석성초등학교,2023,11,6학년,in,1
218107,공립,충청북도 청주시 청원구,석성초등학교,2023,11,6학년,out,1
224414,공립,충청북도 청주시 청원구,석성초등학교,2023,11,6학년,ttl,4
306423,공립,충청북도 청주시 청원구,석성초등학교,2022,11,5학년,in,0
312732,공립,충청북도 청주시 청원구,석성초등학교,2022,11,5학년,out,1
319041,공립,충청북도 청주시 청원구,석성초등학교,2022,11,5학년,ttl,6
401051,공립,충청북도 청주시 청원구,석성초등학교,2021,11,4학년,in,0
407360,공립,충청북도 청주시 청원구,석성초등학교,2021,11,4학년,out,0
413669,공립,충청북도 청주시 청원구,석성초등학교,2021,11,4학년,ttl,6
495543,공립,충청북도 청주시 청원구,석성초등학교,2020,11,3학년,in,1
501832,공립,충청북도 청주시 청원구,석성초등학교,2020,11,3학년,out,0
508121,공립,충청북도 청주시 청원구,석성초등학교,2020,11,3학년,ttl,7
589784,공립,충청북도 청주시 청원구,석성초등학교,2019,11,2학년,in,0
596049,공립,충청북도 청주시 청원구,석성초등학교,2019,11,2학년,out,0
602314,공립,충청북도 청주시 청원구,석성초등학교,2019,11,2학년,ttl,6
683739,공립,충청북도 청주시 청원구,석성초등학교,2018,11,1학년,in,1
689991,공립,충청북도 청주시 청원구,석성초등학교,2018,11,1학년,out,0
696243,공립,충청북도 청주시 청원구,석성초등학교,2018,11,1학년,ttl,5
98293,공립,충청북도 청주시 청원구,석성초등학교,2024,12,6학년,in,0
104595,공립,충청북도 청주시 청원구,석성초등학교,2024,12,6학년,out,0
110897,공립,충청북도 청주시 청원구,석성초등학교,2024,12,6학년,ttl,5
192879,공립,충청북도 청주시 청원구,석성초등학교,2023,12,5학년,in,0
199186,공립,충청북도 청주시 청원구,석성초등학교,2023,12,5학년,out,0
205493,공립,충청북도 청주시 청원구,석성초등학교,2023,12,5학년,ttl,5
287496,공립,충청북도 청주시 청원구,석성초등학교,2022,12,4학년,in,1
293805,공립,충청북도 청주시 청원구,석성초등학교,2022,12,4학년,out,1
300114,공립,충청북도 청주시 청원구,석성초등학교,2022,12,4학년,ttl,6
382124,공립,충청북도 청주시 청원구,석성초등학교,2021,12,3학년,in,0
388433,공립,충청북도 청주시 청원구,석성초등학교,2021,12,3학년,out,0
394742,공립,충청북도 청주시 청원구,석성초등학교,2021,12,3학년,ttl,5
476676,공립,충청북도 청주시 청원구,석성초등학교,2020,12,2학년,in,0
482965,공립,충청북도 청주시 청원구,석성초등학교,2020,12,2학년,out,0
489254,공립,충청북도 청주시 청원구,석성초등학교,2020,12,2학년,ttl,5
570989,공립,충청북도 청주시 청원구,석성초등학교,2019,12,1학년,in,0
577254,공립,충청북도 청주시 청원구,석성초등학교,2019,12,1학년,out,0
583519,공립,충청북도 청주시 청원구,석성초등학교,2019,12,1학년,ttl,5
552117,공립,충청북도 진천군,성암초등학교,2020,08,6학년,in,0
558406,공립,충청북도 진천군,성암초등학교,2020,08,6학년,out,0
564695,공립,충청북도 진천군,성암초등학교,2020,08,6학년,ttl,9
646142,공립,충청북도 진천군,성암초등학교,2019,08,5학년,in,0
652407,공립,충청북도 진천군,성암초등학교,2019,08,5학년,out,0
658672,공립,충청북도 진천군,성암초등학교,2019,08,5학년,ttl,9
739980,공립,충청북도 진천군,성암초등학교,2018,08,4학년,in,0
746232,공립,충청북도 진천군,성암초등학교,2018,08,4학년,out,3
752484,공립,충청북도 진천군,성암초등학교,2018,08,4학년,ttl,10
833694,공립,충청북도 진천군,성암초등학교,2017,08,3학년,in,0
839937,공립,충청북도 진천군,성암초등학교,2017,08,3학년,out,2
846180,공립,충청북도 진천군,성암초등학교,2017,08,3학년,ttl,12
927243,공립,충청북도 진천군,성암초등학교,2016,08,2학년,in,2
933462,공립,충청북도 진천군,성암초등학교,2016,08,2학년,out,2
939681,공립,충청북도 진천군,성암초등학교,2016,08,2학년,ttl,13
1020512,공립,충청북도 진천군,성암초등학교,2015,08,1학년,in,1
1026723,공립,충청북도 진천군,성암초등학교,2015,08,1학년,out,1
1032934,공립,충청북도 진천군,성암초등학교,2015,08,1학년,ttl,14
438878,공립,충청북도 진천군,성암초등학교,2021,09,6학년,in,0
445187,공립,충청북도 진천군,성암초등학교,2021,09,6학년,out,1
451496,공립,충청북도 진천군,성암초등학교,2021,09,6학년,ttl,10
533250,공립,충청북도 진천군,성암초등학교,2020,09,5학년,in,0
539539,공립,충청북도 진천군,성암초등학교,2020,09,5학년,out,1
545828,공립,충청북도 진천군,성암초등학교,2020,09,5학년,ttl,11
627347,공립,충청북도 진천군,성암초등학교,2019,09,4학년,in,0
633612,공립,충청북도 진천군,성암초등학교,2019,09,4학년,out,0
639877,공립,충청북도 진천군,성암초등학교,2019,09,4학년,ttl,11
721224,공립,충청북도 진천군,성암초등학교,2018,09,3학년,in,0
727476,공립,충청북도 진천군,성암초등학교,2018,09,3학년,out,2
733728,공립,충청북도 진천군,성암초등학교,2018,09,3학년,ttl,12
814965,공립,충청북도 진천군,성암초등학교,2017,09,2학년,in,0
821208,공립,충청북도 진천군,성암초등학교,2017,09,2학년,out,0
827451,공립,충청북도 진천군,성암초등학교,2017,09,2학년,ttl,13
908586,공립,충청북도 진천군,성암초등학교,2016,09,1학년,in,1
914805,공립,충청북도 진천군,성암초등학교,2016,09,1학년,out,0
921024,공립,충청북도 진천군,성암초등학교,2016,09,1학년,ttl,12
325323,공립,충청북도 진천군,성암초등학교,2022,10,6학년,in,0
331632,공립,충청북도 진천군,성암초등학교,2022,10,6학년,out,0
337941,공립,충청북도 진천군,성암초등학교,2022,10,6학년,ttl,8
419951,공립,충청북도 진천군,성암초등학교,2021,10,5학년,in,0
426260,공립,충청북도 진천군,성암초등학교,2021,10,5학년,out,0
432569,공립,충청북도 진천군,성암초등학교,2021,10,5학년,ttl,8
514383,공립,충청북도 진천군,성암초등학교,2020,10,4학년,in,1
520672,공립,충청북도 진천군,성암초등학교,2020,10,4학년,out,0
526961,공립,충청북도 진천군,성암초등학교,2020,10,4학년,ttl,8
608552,공립,충청북도 진천군,성암초등학교,2019,10,3학년,in,0
614817,공립,충청북도 진천군,성암초등학교,2019,10,3학년,out,1
621082,공립,충청북도 진천군,성암초등학교,2019,10,3학년,ttl,9
702468,공립,충청북도 진천군,성암초등학교,2018,10,2학년,in,0
708720,공립,충청북도 진천군,성암초등학교,2018,10,2학년,out,0
714972,공립,충청북도 진천군,성암초등학교,2018,10,2학년,ttl,11
796236,공립,충청북도 진천군,성암초등학교,2017,10,1학년,in,0
802479,공립,충청북도 진천군,성암초등학교,2017,10,1학년,out,3
808722,공립,충청북도 진천군,성암초등학교,2017,10,1학년,ttl,13
211773,공립,충청북도 진천군,성암초등학교,2023,11,6학년,in,0
218080,공립,충청북도 진천군,성암초등학교,2023,11,6학년,out,0
224387,공립,충청북도 진천군,성암초등학교,2023,11,6학년,ttl,14
306396,공립,충청북도 진천군,성암초등학교,2022,11,5학년,in,1
312705,공립,충청북도 진천군,성암초등학교,2022,11,5학년,out,0
319014,공립,충청북도 진천군,성암초등학교,2022,11,5학년,ttl,15
401024,공립,충청북도 진천군,성암초등학교,2021,11,4학년,in,2
407333,공립,충청북도 진천군,성암초등학교,2021,11,4학년,out,1
