"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 전입학생수","1학년 전출학생수","1학년 전체학생수","2학년 전입학생수","2학년 전출학생수","2학년 전체학생수","3학년 전입학생수","3학년 전출학생수","3학년 전체학생수","4학년 전입학생수","4학년 전출학생수","4학년 전체학생수","5학년 전입학생수","5학년 전출학생수","5학년 전체학생수","6학년 전입학생수","6학년 전출학생수","6학년 전체 학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000746","서울대왕초등학교","02","공립","N","","3","0","169","11","0","124","4","1","110","8","0","107","11","0","122","3","0","111","40","1","743"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000747","서울대진초등학교","02","공립","N","","4","3","65","2","5","49","8","7","53","3","4","66","4","1","77","0","3","69","21","23","379"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000748","서울대청초등학교","02","공립","N","","1","5","37","2","1","48","1","8","29","0","3","40","3","2","32","1","2","29","8","21","215"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000749","서울대치초등학교","02","공립","N","","10","1","90","11","4","111","23","3","111","26","2","183","26","2","207","28","1","238","124","13","940"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000750","서울대현초등학교","02","공립","N","","7","4","77","15","3","68","12","1","103","23","4","109","41","3","138","44","3","152","142","18","647"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000751","서울도곡초등학교","02","공립","N","","7","6","118","12","10","113","20","3","107","26","7","134","29","5","136","20","10","139","114","41","747"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000752","서울도성초등학교","02","공립","N","","12","3","252","23","6","240","26","10","257","23","15","270","34","10","276","27","3","256","145","47","1551"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000753","서울반원초등학교","02","공립","N","","11","3","263","16","12","265","12","9","242","16","15","273","21","12","296","14","4","262","90","55","1601"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000754","서울반포초등학교","02","공립","N","","3","3","123","15","1","140","13","9","137","26","5","176","29","3","203","21","2","211","107","23","990"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000755","서울방배초등학교","02","공립","N","","12","6","164","11","10","133","11","7","131","20","16","185","25","13","195","17","8","185","96","60","993"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000756","서울방일초등학교","02","공립","N","","5","9","161","5","4","142","5","7","132","10","6","133","4","5","134","9","4","176","38","35","878"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000757","서울방현초등학교","02","공립","N","","4","5","48","2","5","58","10","8","52","9","6","62","2","1","72","9","6","65","36","31","357"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000758","서울봉은초등학교","02","공립","N","","5","6","115","8","10","94","11","11","87","10","4","101","11","9","101","6","3","107","51","43","605"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000759","서울삼릉초등학교","02","공립","N","","3","3","108","9","7","77","3","5","75","8","5","90","5","9","87","11","7","99","39","36","536"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000760","서울서래초등학교","02","공립","N","","11","5","206","9","17","221","30","7","227","21","13","250","15","7","240","7","5","223","93","54","1367"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000761","서울서원초등학교","02","공립","N","","9","2","201","7","10","170","8","6","177","13","2","193","12","5","166","6","3","167","55","28","1074"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","N","","4","11","239","7","11","191","6","9","190","3","15","209","3","12","184","8","1","184","31","59","1197"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","N","","1","3","91","3","9","110","1","8","82","9","5","95","5","8","99","3","1","83","22","34","560"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","2","6","135","8","5","118","12","4","111","5","9","113","15","8","150","9","3","128","51","35","755"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","22","41","86","17","20","47","10","16","62","21","22","50","17","18","60","20","25","58","107","142","363"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","4","1","98","5","10","82","9","5","100","6","5","107","10","4","102","4","6","91","38","31","580"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","12","11","242","17","11","236","15","12","212","15","13","265","9","15","272","16","5","273","84","67","1500"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","6","5","146","9","10","150","12","11","143","10","8","137","13","12","156","15","4","160","65","50","892"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","3","6","160","9","15","156","6","7","131","6","12","176","5","9","162","2","4","124","31","53","909"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","13","7","95","19","10","89","16","11","77","14","7","70","12","8","69","5","5","66","79","48","466"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","6","1","72","7","5","89","9","3","85","9","5","84","9","4","89","6","6","123","46","24","542"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","72","2","27","51","3","24","59","3","19","48","1","34","47","2","25","20","3","25","297","14","154"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","N","","11","11","331","21","13","296","16","10","284","15","10","348","14","9","283","9","3","244","86","56","1786"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","5","6","218","17","6","213","7","10","181","14","7","191","24","10","207","9","2","198","76","41","1208"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","0","9","79","0","1","66","0","8","72","4","2","68","2","4","88","0","0","88","6","24","461"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","6","7","68","10","7","65","9","8","56","5","6","69","7","7","70","10","8","74","47","43","402"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","33","5","89","31","4","55","28","2","75","26","5","93","26","7","100","12","4","76","156","27","488"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","N","","4","4","57","3","6","65","3","12","55","2","5","48","3","7","58","0","6","48","15","40","331"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","7","2","235","9","7","250","14","5","239","10","12","288","8","4","271","4","3","242","52","33","1525"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","8","9","247","14","13","226","12","12","159","9","16","214","17","9","187","10","4","203","70","63","1236"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","9","3","111","10","4","99","21","2","106","11","5","105","14","1","125","7","5","129","72","20","675"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","N","","2","15","170","8","10","116","13","14","122","14","21","149","12","13","155","10","8","140","59","81","852"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","7","10","346","18","13","313","18","18","274","25","9","289","23","17","323","21","10","262","112","77","1807"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","5","4","124","7","8","91","3","8","86","5","9","120","5","2","117","9","5","131","34","36","669"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","4","3","102","6","9","100","7","10","83","9","6","102","9","11","110","8","6","102","43","45","599"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","4","6","97","3","19","100","12","5","67","4","11","89","8","9","115","9","5","104","40","55","572"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","4","3","169","12","12","155","12","6","144","10","10","167","11","6","191","7","9","200","56","46","1026"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","3","3","111","8","3","114","4","8","100","8","8","121","4","4","108","3","4","108","30","30","662"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","10","9","174","12","6","176","16","6","155","7","11","210","9","7","181","2","3","175","56","42","1071"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","7","5","52","3","5","53","2","8","60","2","14","76","2","7","63","3","10","84","19","49","388"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","N","","4","12","138","7","12","124","5","14","124","7","7","162","0","9","151","2","6","155","25","60","854"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","14","15","386","19","19","279","12","20","216","11","8","201","16","19","236","6","4","198","78","85","1516"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","4","6","77","6","10","58","3","10","76","1","7","101","6","4","98","1","5","101","21","42","511"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","14","26","242","13","26","221","22","15","216","10","22","245","10","15","223","5","9","208","74","113","1355"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","2","2","36","1","8","43","0","2","28","0","4","48","1","3","35","1","1","43","5","20","233"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","3","6","141","9","6","139","9","7","142","8","4","134","13","12","187","7","4","172","49","39","915"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","N","","2","6","122","7","13","142","7","12","117","9","12","134","6","10","158","3","3","138","34","56","811"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","N","","2","7","187","9","16","177","12","8","153","4","14","170","13","11","190","2","6","174","42","62","1051"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","2","8","130","6","13","127","8","12","109","2","7","123","4","5","153","1","2","113","23","47","755"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","3","3","128","11","5","127","13","10","130","9","5","141","10","7","163","7","3","178","53","33","867"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000912","서울둔촌초등학교","02","공립","N","","8","4","109","5","12","77","8","9","107","5","7","132","11","7","118","7","6","127","44","45","670"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","N","","8","12","214","5","21","182","5","17","182","0","0","192","0","0","200","4","7","210","22","57","1180"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","N","","7","6","223","14","14","198","15","16","155","14","8","190","14","8","182","7","7","198","71","59","1146"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","3","1","136","20","12","125","17","6","130","15","1","154","7","6","139","8","1","143","70","27","827"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","4","9","193","14","15","216","12","11","185","14","7","183","13","10","207","8","3","186","65","55","1170"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","10","5","132","10","18","114","14","15","146","17","10","140","16","10","129","7","6","119","74","64","780"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","4","8","108","4","12","82","3","4","88","5","9","105","5","10","100","2","10","96","23","53","579"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","5","11","186","7","20","201","11","18","167","7","17","178","7","14","189","5","10","198","42","90","1119"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","N","","2","1","116","6","7","113","5","4","91","4","11","115","7","4","143","7","8","157","31","35","735"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","9","11","134","4","4","115","8","12","130","3","6","134","5","12","138","2","6","129","31","51","780"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","12","18","191","6","21","169","11","11","161","8","18","182","7","18","204","5","6","191","49","92","1098"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","2","2","21","1","5","34","1","5","38","3","3","33","4","0","53","2","6","55","13","21","234"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","4","14","224","7","15","220","7","18","203","5","18","210","5","13","214","8","8","204","36","86","1275"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","5","4","120","5","15","96","9","8","83","4","5","106","5","10","92","4","4","119","32","46","616"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","7","10","207","9","12","216","4","18","182","2","12","184","5","16","201","1","8","204","28","76","1194"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","3","7","181","9","11","204","7","13","194","10","8","182","12","10","182","3","8","177","44","57","1120"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","6","7","195","11","8","150","3","12","153","12","11","181","9","10","222","6","15","204","47","63","1105"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","4","1","110","17","1","97","15","3","97","13","3","112","18","1","126","21","2","143","88","11","685"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","N","","6","9","149","8","4","154","6","8","144","2","5","138","2","8","160","0","4","142","24","38","887"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","10","10","163","9","7","140","3","7","151","2","21","158","2","15","153","7","10","184","33","70","949"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","4","6","149","7","18","137","6","7","126","9","15","173","3","14","168","5","1","163","34","61","916"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","7","3","139","8","17","113","6","12","117","5","15","132","5","9","141","1","8","135","32","64","777"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","5","8","163","5","16","145","12","16","151","4","13","139","6","11","161","3","9","132","35","73","891"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","4","6","101","7","12","90","9","10","98","6","10","84","6","5","114","9","4","105","41","47","592"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","1","2","92","6","5","100","7","4","97","3","5","107","9","2","121","4","3","126","30","21","643"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","N","","4","9","153","7","14","128","10","11","124","5","7","164","3","14","147","1","2","142","30","57","858"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","N","","4","4","92","5","8","115","9","10","102","7","6","92","5","5","134","4","5","132","34","38","667"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","N","","4","2","104","19","3","102","11","6","81","11","3","85","10","4","116","11","3","97","66","21","585"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000940","서울위례초등학교","02","공립","N","","10","3","72","5","10","87","5","6","76","7","4","91","12","5","112","3","3","124","42","31","562"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","3","4","130","10","11","106","10","11","119","7","8","143","10","6","156","9","3","167","49","43","821"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","13","4","241","20","12","263","21","10","226","27","13","297","22","13","283","20","7","304","123","59","1614"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","N","","5","3","224","17","17","217","5","16","167","6","15","194","8","14","180","7","8","179","48","73","1161"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","N","","11","12","321","23","19","271","19","18","307","25","11","313","13","13","271","12","25","330","103","98","1813"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","2","10","139","5","14","110","16","9","106","15","9","124","13","14","153","9","11","131","60","67","763"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","4","4","181","8","10","167","10","10","171","7","14","199","12","19","199","8","7","241","49","64","1158"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","5","11","179","5","11","152","3","9","144","3","9","142","10","7","150","4","3","143","30","50","910"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","N","","0","7","74","2","3","72","3","5","70","1","4","87","4","3","74","3","9","96","13","31","473"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","7","2","146","4","11","147","10","11","146","8","8","173","5","16","185","5","9","205","39","57","1002"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","5","2","160","7","11","166","4","7","149","3","6","156","10","10","164","3","11","146","32","47","941"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","1","7","60","4","5","54","3","5","40","1","5","44","1","6","68","1","7","64","11","35","330"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","1","8","140","8","13","106","2","7","139","8","11","137","3","10","139","3","11","135","25","60","796"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","1","2","56","3","1","56","3","2","61","0","6","69","1","5","51","3","1","57","11","17","350"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","N","","6","6","163","7","11","147","8","12","136","5","15","176","8","8","187","3","5","147","37","57","956"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","9","12","170","31","5","142","14","12","112","23","7","128","29","14","149","21","5","161","127","55","862"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","7","16","79","1","16","58","3","13","67","6","17","71","3","14","80","3","8","66","23","84","421"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","5","4","149","14","1","122","14","9","137","20","10","174","25","11","201","15","6","192","93","41","975"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","6","19","287","14","14","200","8","14","192","12","17","199","7","20","181","7","7","193","54","91","1252"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","6","13","159","8","15","167","15","17","156","13","16","162","9","18","158","8","4","172","59","83","974"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","6","8","155","6","11","152","7","12","155","6","11","157","3","14","177","4","9","167","32","65","963"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","2","6","39","3","6","39","2","6","30","1","2","31","3","5","42","4","3","37","15","28","218"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","8","4","110","22","4","140","26","5","141","26","6","204","33","4","196","31","2","195","146","25","986"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","8","5","165","12","10","156","8","3","134","7","13","171","10","5","172","8","6","193","53","42","991"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","97","17","16","74","16","14","66","25","24","75","23","23","69","23","21","33","2","27","414","106","125"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001014","서울공항초등학교","02","공립","N","","168","7","41","113","5","26","124","5","30","112","1","23","88","1","30","44","3","24","649","22","174"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001015","서울남명초등학교","02","공립","N","","0","2","62","6","6","74","3","5","58","1","5","62","4","2","66","2","5","61","16","25","383"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001016","서울내발산초등학교","02","공립","N","","28","7","238","34","20","248","32","9","218","32","8","258","36","15","276","26","5","285","188","64","1523"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001017","서울등명초등학교","02","공립","N","","1","3","27","5","4","35","1","9","26","4","6","40","3","5","29","2","4","40","16","31","197"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001018","서울등서초등학교","02","공립","N","","7","10","85","3","8","86","8","13","80","4","7","84","4","9","77","5","2","77","31","49","489"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001019","서울등양초등학교","02","공립","N","","2","3","37","4","2","40","3","8","53","6","9","69","1","6","73","2","2","73","18","30","345"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001020","서울등원초등학교","02","공립","N","","2","5","32","3","6","50","1","4","34","4","4","69","6","3","61","2","3","74","18","25","320"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001021","서울등촌초등학교","02","공립","N","","3","12","108","10","13","110","5","9","85","7","11","130","7","4","138","4","3","141","36","52","712"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001022","서울등현초등학교","02","공립","N","","6","4","142","7","12","123","6","12","113","3","15","128","4","9","128","2","8","127","28","60","761"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001023","서울목동초등학교","02","공립","N","","11","5","211","17","11","176","23","5","181","21","4","203","24","7","220","22","1","245","118","33","1236"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001024","서울목원초등학교","02","공립","N","","6","3","49","14","5","61","8","7","70","16","6","85","15","4","92","13","3","103","72","28","460"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001025","서울발산초등학교","02","공립","N","","13","10","210","20","15","191","17","6","187","20","11","213","13","11","208","14","6","221","97","59","1230"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001026","서울방화초등학교","02","공립","N","","4","14","127","8","13","119","4","17","108","4","14","122","5","18","133","5","5","111","30","81","720"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001027","서울백석초등학교","02","공립","N","","2","11","122","6","10","116","5","11","126","8","10","114","5","10","141","4","6","125","30","58","744"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001028","서울삼정초등학교","02","공립","N","","1","2","56","4","6","49","0","6","39","3","7","70","4","7","43","2","8","41","14","36","298"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001029","서울서정초등학교","02","공립","N","","9","3","137","8","7","123","8","3","148","12","5","133","17","3","159","11","4","158","65","25","858"
