"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 전입학생수","1학년 전출학생수","1학년 전체학생수","2학년 전입학생수","2학년 전출학생수","2학년 전체학생수","3학년 전입학생수","3학년 전출학생수","3학년 전체학생수","4학년 전입학생수","4학년 전출학생수","4학년 전체학생수","5학년 전입학생수","5학년 전출학생수","5학년 전체학생수","6학년 전입학생수","6학년 전출학생수","6학년 전체 학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","8","9","179","5","8","181","22","13","204","12","6","171","8","4","181","19","3","168","74","43","1084"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","1","3","31","0","3","19","4","5","36","1","5","31","0","5","27","0","4","32","6","25","176"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","6","4","82","9","7","87","9","6","72","7","6","89","5","5","97","14","3","97","50","31","524"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","8","10","202","7","15","222","9","14","245","18","7","260","18","12","258","16","6","281","76","64","1468"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","4","5","137","11","10","163","17","13","139","25","6","149","19","10","170","19","6","170","95","50","928"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","5","6","136","15","11","190","13","5","172","10","10","164","3","11","175","6","4","172","52","47","1009"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","5","9","114","2","8","123","7","5","102","0","6","104","4","9","95","2","2","85","20","39","623"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","2","3","91","10","5","94","9","4","89","9","3","81","12","3","88","8","4","100","50","22","543"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","6","14","249","11","21","232","8","25","205","10","11","195","6","16","150","6","15","122","47","102","1153"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","N","","6","11","307","24","13","345","26","22","323","24","12","333","13","12","268","13","9","319","106","79","1895"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","10","9","264","23","12","260","25","11","300","17","15","287","22","11","248","15","8","269","112","66","1628"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","6","1","61","6","4","51","6","5","59","10","3","49","10","1","55","9","4","62","47","18","337"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","1","2","55","0","5","49","2","4","65","1","1","46","2","4","76","2","3","48","8","19","339"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","6","3","150","12","4","159","11","8","128","18","2","153","13","7","120","16","0","170","76","24","880"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","N","","1","2","46","2","14","57","5","9","49","0","15","81","4","5","48","3","5","48","15","50","329"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","5","5","211","18","12","218","15","5","188","12","7","266","10","11","205","12","1","256","72","41","1344"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","3","7","174","13","18","215","6","8","197","9","16","180","10","10","211","6","5","240","47","64","1217"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","2","3","92","7","1","77","7","2","104","7","5","102","10","9","109","5","1","98","38","21","582"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","N","","3","3","81","9","2","78","12","2","61","9","5","75","7","3","93","7","1","111","47","16","499"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","10","6","205","17","13","237","23","14","237","23","8","257","16","12","232","23","12","299","112","65","1467"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","5","3","79","5","5","66","7","12","72","6","8","91","8","2","85","6","4","72","37","34","465"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","15","4","73","20","6","58","13","8","66","16","3","62","17","2","65","7","3","77","88","26","401"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","9","7","80","8","10","88","11","5","69","10","5","81","10","8","70","5","7","87","53","42","475"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","5","2","129","7","9","157","17","11","152","25","8","165","10","9","147","3","15","150","67","54","900"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","N","","7","6","210","11","11","242","10","8","166","11","6","154","4","5","133","6","4","101","49","40","1006"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","3","4","124","7","5","99","7","14","118","5","8","105","5","7","93","4","12","88","31","50","627"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","3","8","122","9","9","158","9","7","132","0","0","152","6","14","148","14","8","153","41","46","865"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","4","5","215","80","4","184","70","2","161","82","2","166","52","3","121","56","4","133","344","20","980"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","N","","1","1","87","4","9","105","4","8","112","4","3","98","2","4","100","2","7","105","17","32","607"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","4","4","124","7","14","144","17","15","139","10","13","169","7","14","152","10","17","220","55","77","948"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","4","6","115","6","6","122","7","11","121","4","5","101","7","4","98","4","1","93","32","33","650"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","23","7","98","18","6","112","29","5","117","15","6","96","20","7","93","7","9","103","112","40","619"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","9","0","40","23","6","54","10","5","45","7","6","53","14","4","45","8","0","43","71","21","280"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","5","3","121","7","9","112","7","13","107","10","4","96","9","4","110","8","2","115","46","35","661"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","N","","8","1","194","155","1","177","150","3","174","123","1","134","136","1","154","115","1","127","687","8","960"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","N","","0","6","122","8","11","149","7","12","139","4","15","135","4","6","132","3","7","143","26","57","820"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","1","2","61","5","4","74","2","8","75","1","4","80","3","7","75","1","4","88","13","29","453"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","13","6","117","16","38","135","20","33","126","23","22","147","13","14","122","26","13","201","111","126","848"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","N","","17","6","119","22","9","143","19","6","172","18","10","157","9","8","148","11","5","173","96","44","912"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","N","","20","20","295","16","16","328","12","12","311","12","12","282","6","6","276","4","4","286","70","70","1778"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","3","3","114","10","5","142","16","9","123","18","15","145","13","11","137","16","8","178","76","51","839"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","6","17","178","21","22","191","12","16","186","9","11","182","11","4","160","2","9","183","61","79","1080"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","12","11","260","28","19","275","26","33","267","22","31","284","31","25","241","28","14","293","147","133","1620"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","6","11","124","6","12","91","6","5","99","5","6","108","6","12","97","3","8","84","32","54","603"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","4","7","120","11","13","140","4","14","142","7","13","124","6","14","135","7","6","135","39","67","796"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","N","","4","4","105","5","6","95","11","11","130","7","2","89","8","8","115","6","3","126","41","34","660"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","3","3","80","2","4","103","4","7","102","2","4","105","1","5","99","5","4","88","17","27","577"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","5","3","117","6","3","146","5","14","139","5","11","164","3","7","126","3","6","137","27","44","829"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","0","3","23","4","12","34","7","10","35","2","7","42","8","10","36","2","11","48","23","53","218"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","0","5","121","0","11","149","0","7","139","0","4","145","4","4","123","0","2","147","4","33","824"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","4","4","73","0","9","94","7","15","74","8","12","78","6","7","79","4","9","75","29","56","473"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","3","4","101","6","19","146","7","21","130","3","8","110","5","18","122","5","20","117","29","90","726"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","3","6","135","2","11","150","9","13","149","9","17","133","7","13","164","4","9","159","34","69","890"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","3","9","199","8","12","196","2","11","209","8","11","203","7","12","175","2","11","231","30","66","1213"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","3","1","92","10","1","107","18","1","104","18","5","120","17","6","128","9","6","128","75","20","679"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","N","","4","6","125","15","9","138","15","14","136","6","8","153","5","7","137","7","9","157","52","53","846"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","0","6","106","2","12","98","5","9","105","2","6","109","3","5","106","4","3","113","16","41","637"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","2","6","105","12","10","132","6","7","127","9","4","95","7","10","107","4","1","112","40","38","678"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","7","3","75","14","15","88","6","11","71","5","14","98","3","11","68","6","4","73","41","58","473"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","3","5","123","18","17","169","19","14","140","11","19","130","13","6","125","6","18","109","70","79","796"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","1","5","74","9","9","73","4","7","74","11","10","68","6","5","73","3","7","81","34","43","443"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","4","3","52","8","7","73","8","3","88","4","6","86","7","2","75","5","2","98","36","23","472"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","N","","4","5","68","1","7","98","6","7","100","1","4","97","2","1","78","4","4","102","18","28","543"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","N","","9","7","114","7","5","89","14","7","102","4","8","110","6","8","94","13","2","108","53","37","617"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","N","","3","4","80","11","1","109","9","4","102","10","3","107","12","6","139","12","0","124","57","18","661"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","9","9","144","13","7","129","15","7","129","12","4","138","17","7","142","13","2","121","79","36","803"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","9","6","248","22","20","271","20","12","255","22","18","275","17","27","281","34","8","323","124","91","1653"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","N","","6","9","164","10","16","212","5","23","197","15","18","200","6","12","175","8","13","152","50","91","1100"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","N","","18","11","283","23","17","352","33","29","314","21","24","325","24","26","298","19","18","323","138","125","1895"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","0","0","79","0","3","99","0","3","105","0","1","99","0","4","127","0","0","110","0","11","619"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","6","7","178","9","16","189","11","3","167","16","10","151","12","12","171","7","3","174","61","51","1030"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","5","7","136","5","17","161","6","13","130","4","15","145","5","20","142","0","7","104","25","79","818"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","N","","2","3","42","2","5","60","2","6","55","2","5","60","1","3","41","0","4","72","9","26","330"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","7","8","115","7","9","117","8","5","127","9","5","118","5","11","117","5","2","103","41","40","697"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","7","6","127","4","14","143","3","13","137","6","9","146","3","8","154","2","7","123","25","57","830"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","1","3","29","1","4","40","0","3","30","0","8","34","2","2","38","0","0","36","4","20","207"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","0","5","62","4","12","80","1","7","71","0","3","74","3","7","91","1","2","83","9","36","461"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","3","0","68","1","0","48","5","2","55","7","3","41","5","4","37","4","2","44","25","11","293"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","N","","5","5","139","6","11","132","11","4","129","2","21","139","12","8","130","5","9","136","41","58","805"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","6","0","108","15","8","141","10","7","136","12","9","137","6","6","150","8","9","144","57","39","816"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","1","6","42","0","6","42","3","9","44","1","3","43","0","5","32","1","2","46","6","31","249"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","15","6","143","13","3","156","29","7","198","24","9","176","18","2","169","20","5","223","119","32","1065"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","3","10","166","5","23","197","7","14","186","13","11","208","10","19","165","2","13","202","40","90","1124"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","3","7","135","3","14","151","8","18","162","5","14","123","3","7","146","9","10","143","31","70","860"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","2","14","111","4","17","144","3","19","107","8","19","125","1","11","115","3","8","130","21","88","732"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","0","0","21","2","1","17","1","3","16","0","2","28","2","2","16","1","0","31","6","8","129"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","5","6","173","17","8","185","26","5","190","32","8","208","29","7","240","35","4","251","144","38","1247"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","10","5","117","21","11","134","14","5","123","18","7","144","17","4","131","10","6","178","90","38","827"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","11","17","405","10","36","337","5","20","300","13","20","238","10","11","187","2","12","199","51","116","1666"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001014","서울공항초등학교","02","공립","N","","10","12","274","15","24","293","16","24","265","8","17","210","8","11","192","2","13","214","59","101","1448"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001015","서울남명초등학교","02","공립","N","","1","0","24","2","2","35","0","6","36","2","1","35","0","2","38","1","1","34","6","12","202"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001016","서울내발산초등학교","02","공립","N","","7","20","205","18","19","270","19","11","290","22","12","231","23","13","256","21","10","290","110","85","1542"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001017","서울등명초등학교","02","공립","N","","0","2","10","0","2","23","1","1","17","1","0","11","1","0","10","1","2","18","4","7","89"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001018","서울등서초등학교","02","공립","N","","2","6","36","3","6","64","5","3","53","1","2","48","2","4","46","0","1","54","13","22","301"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001019","서울등양초등학교","02","공립","N","","0","2","32","0","5","31","1","6","25","1","3","30","2","2","29","2","3","30","6","21","177"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001020","서울등원초등학교","02","공립","N","","0","2","30","2","1","26","3","2","29","1","1","23","0","4","33","0","0","30","6","10","171"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001021","서울등촌초등학교","02","공립","N","","3","5","69","2","13","101","6","11","83","5","11","94","3","5","75","7","7","78","26","52","500"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001022","서울등현초등학교","02","공립","N","","2","10","109","3","7","97","4","14","115","2","9","116","2","11","89","2","8","105","15","59","631"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001023","서울목동초등학교","02","공립","N","","15","7","209","30","9","222","26","10","234","37","9","237","30","5","226","35","7","262","173","47","1390"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001024","서울목원초등학교","02","공립","N","","4","2","70","4","0","64","20","6","87","13","6","103","15","3","101","17","3","116","73","20","541"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001025","서울발산초등학교","02","공립","N","","6","9","182","13","18","202","15","9","201","11","5","201","14","9","212","17","12","212","76","62","1210"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001026","서울방화초등학교","02","공립","N","","3","8","81","6","9","110","5","9","95","7","3","83","4","7","117","1","5","102","26","41","588"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001027","서울백석초등학교","02","공립","N","","1","4","82","4","9","94","1","13","89","3","10","75","4","5","92","1","4","72","14","45","504"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001028","서울삼정초등학교","02","공립","N","","0","2","44","2","4","41","2","1","33","2","5","43","1","7","38","0","1","53","7","20","252"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001029","서울서정초등학교","02","공립","N","","7","8","119","15","7","130","16","7","139","21","5","119","21","8","124","15","2","151","95","37","782"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001030","서울송정초등학교","02","공립","N","","3","8","93","3","15","118","4","13","108","3","13","123","1","10","93","4","5","118","18","64","653"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001031","서울송화초등학교","02","공립","N","","4","25","250","6","17","248","8","26","253","9","24","183","5","15","197","5","11","197","37","118","1328"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001032","서울신강초등학교","02","공립","N","","1","5","65","2","8","69","5","8","98","4","7","86","3","8","79","4","2","85","19","38","482"
