,목록키,목록명,목록설명,조회수,분류체계,기관코드,기관명,국가중점여부,목록 수정일,목록 URL,다운로드_활용신청건수,키워드,데이터 확장자,관리 부서명
12607,15135475,한국사학진흥재단_산학협력단 현금흐름표,"한국사학진흥재단에서 집계, 분석, 공시하는 매 회계연도 국공사립대학 산학협력단 결산 기준 산학협력단 회계 현금흐름표(현금흐름표, 현금유출액 등) 입니다.<br/>결산 미제출교 제외, 단위: 천원",109,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-09-24,https://www.data.go.kr/data/15135475/fileData.do,21.0,"산학협력단,고등교육,현금흐름표",csv,사립대학디지털지원부
15648,15135647,부산광역시교육청_하이잡아도_학교명단,"부산광역시교육청 하이잡아도 홈페이지에 등록된 특성화고 및 마이스터고 학교명단으로 계열, 분류, 국공사립, 학교명, 영문학교명, 전화, 팩스, 홈페이지, 소재지, 학교소개로 구성되어 있습니다.",99,교육 - 고등교육,7150000,부산광역시교육청,N,2024-09-09,https://www.data.go.kr/data/15135647/fileData.do,28.0,"학교명,계열,홈페이지",csv,디지털미래교육과
14889,15121100,한국사학진흥재단_대학재정알리미 교육용 토지 추가 활용 가능 비율,2023년 기준 대학이 보유한 교육용 토지 중 미사용 토지 비율을 계산하여 추가적으로 활용 가능한 교육용 토지 비율 데이터 테이블입니다.,274,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-09-12,https://www.data.go.kr/data/15121100/fileData.do,93.0,"대학 미사용토지 비율,대학 활용가능 토지,대학 미사용토지",csv,재정통계분석부
13011,15135554,한국사학진흥재단_사립대학 법인수익회계 재무상태표,"한국사학진흥재단에서 집계, 분석, 공시하는 매 회계연도 사립대학 학교법인 수익사업 결산 기준 법인수익사업회계 재무상태표 자료입니다.<br/>미제출교 제외, 단위 : 천원",103,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-09-23,https://www.data.go.kr/data/15135554/fileData.do,17.0,"사립대학,법인수익회계,재무상태표",csv,사립대학디지털지원부
12604,15135501,한국사학진흥재단_학교기업회계 운영계산서,"한국사학진흥재단에서 집계, 분석, 공시하는 매 회계연도 학교기업 결산 기준 학교기업 회계 수익-비용 운영계산서(운영수익 총계, 운영비용 총계 등) 입니다.",104,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-09-24,https://www.data.go.kr/data/15135501/fileData.do,15.0,"고등교육,학교기업,운영계산서",csv,재정통계분석부
7263,15067388,한국교육학술정보원_KOCW 대학 강의 목록(인문과학),"고등교육 교수학습자료 공동활용 체계, KOCW(Korea OpenCourseWare)를 통해 제공되고 있는 전공분류별 강의 목록입니다. (인문과학)",2374,교육 - 고등교육,B550629,한국교육학술정보원,N,2024-11-14,https://www.data.go.kr/data/15067388/fileData.do,816.0,"KOCW,대학강의,인문과학",csv,고등교육혁신부
6343,15139414,전북대학교_교육혁신부 교양 교과목 교육과정 (LMS포함)데이터,"이 데이터는 교양교과목 목록으로, 기초교양과 핵심교양 중심, 즉 보편성 가치 중심 구조를 가지고 교양영역, 학점 등 교과목 개요를 나타냄",552,교육 - 고등교육,7000903,전북대학교,N,2024-11-28,https://www.data.go.kr/data/15139414/fileData.do,24.0,"기초교양,문해력,사고력",csv,총무과
6818,15095011,한국장학재단_정보화사업 추진 현황 및 계획,"정보화 사업 현황 및 향후 정보화 사업 계획(사업명, 추진목적, 추진내용, 사업일정, 계약업체, 계약금액 , 예정금액 등)입니다.",1854,교육 - 고등교육,B552529,한국장학재단,N,2024-11-20,https://www.data.go.kr/data/15095011/fileData.do,819.0,"정보화,시스템,정보기술",hwpx,디지털전략부
19445,15094195,한국사학진흥재단_대학별 교사 확보율,해당 데이터는 학교의 캠퍼스별로 지정된 확보 기준 면적과 이에 따른 교사확보율 산정 면적와 교사시설확보율을 확인 할 수 있습니다.,1988,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-27,https://www.data.go.kr/data/15094195/fileData.do,227.0,"학교명,캠퍼스명,교사시설확보율",xls,재정통계분석부
19446,15094196,한국사학진흥재단_대학별 미사용 토지 비율,"해당 데이터는 학교별 조사연도에 따른 전체 교육용토지 면적과 미사용토지면적, 그에 따른 교육용 토지 대비 미사용 토지비율을 확인할 수 있습니다.",977,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-27,https://www.data.go.kr/data/15094196/fileData.do,55.0,"학교명,캠퍼스명,미사용 토지비율",xls,재정통계분석부
19447,15094204,한국사학진흥재단_대학별 기숙사 수용 현황,"해당 데이터는 캠퍼스별 조사 연도에 따른 기숙사 수용가능인원과 이에 따른 수용률 및 지원사 수, 입사 경쟁률을 확인할 수 있는 데이터입니다.",3657,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-27,https://www.data.go.kr/data/15094204/fileData.do,632.0,"학교명,캠퍼스명,입사경쟁률",xls,재정통계분석부
19448,15094209,한국사학진흥재단_대학별 기숙사비 납부제도,"해당 데이터는 학교별 캠퍼스의 조사 연도에 따른 일반대학, 전문대학의 기숙사 형태와 기숙사비 카드납부 실시여부, 현금 분할 납부에 대한 자료를 파악할 수 있습니다.",1012,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-27,https://www.data.go.kr/data/15094209/fileData.do,49.0,"기숙사 형태,카드납부,현금분할",xls,재정통계분석부
19449,15094216,한국사학진흥재단_대학별 수익용 기본재산 확보 현황,"해당 데이터는 학교별 운영수익총계에서 전입기부원조보조수입을 차감한 기준액과 이에 따른 보유액, 수익용 기본재산 확보율을 확인할 수 있습니다.",1743,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-27,https://www.data.go.kr/data/15094216/fileData.do,201.0,"운영수익총계,전입기부원조보조수입,수익용 기본재산",xls,재정통계분석부
4146,15025555,울산과학기술원_공개강의 목록,"울산과학기술원에서 전체 공개하는 강의에 대한 목록입니다.<br/>과목정보, 강의 제목, 강의 시간, 영상에 대한 링크 등을 리스트 업 한 자료입니다.",4131,교육 - 고등교육,B553562,울산과학기술원,N,2025-01-07,https://www.data.go.kr/data/15025555/fileData.do,956.0,"교육,학교교육,Bioanalysis",csv,정보전략팀
3954,15129121,한국장학재단_재외국민 사례별 제출 가능 소득증빙서류,재외국민 국외 소득 및 재산 신고시 사례별 제출 가능 소득 증빙서류 데이터입니다.<br/>※ 자세한 사항은 한국장학재단 누리집 > 장학금 > 학자금 지원구간 > 한눈에 보는 학자금 지원구간 > 국외 소득재산 신고제 안내(https://www.kosaf.go.kr/ko/tuition.do?pg=tuition04_09_06&type=scholar)를 참고바랍니다.,1193,교육 - 고등교육,B552529,한국장학재단,N,2025-01-08,https://www.data.go.kr/data/15129121/fileData.do,223.0,"재외국민,사례별,소득증빙서류",csv,국가장학부
3953,15129115,한국장학재단_재외국민 국가별 필수 제출 소득증빙서류,재외국민 국외 소득 및 재산 신고시 국가별 필수 제출 소득증빙서류 데이터입니다.<br/>※ 자세한 사항은 한국장학재단 누리집 > 장학금 > 학자금 지원구간 > 한눈에 보는 학자금 지원구간 > 국외 소득재산 신고제 안내(https://www.kosaf.go.kr/ko/tuition.do?pg=tuition04_09_06&type=scholar)를 참고바랍니다.,682,교육 - 고등교육,B552529,한국장학재단,N,2025-01-08,https://www.data.go.kr/data/15129115/fileData.do,128.0,"재외국민,국가별,소득증빙서류",csv,국가장학부
21802,15120015,한국사학진흥재단_대학재정알리미 국·공·사립대학 교육용 토지 현황,2023년 국·공·사립대학(전문대학 포함)의 교육용 토지 세부 현황 테이블입니다. 해당 보유면적은 각 대학의 교지 확보율 산출 시 활용됩니다.,275,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-20,https://www.data.go.kr/data/15120015/fileData.do,68.0,"대학 교육용토지 현황,대학 교지 현황,교육용토지",xlsx,재정통계분석부
3699,15129095,한국장학재단_재외국민 매매기준환율,"""국가별 재외국민 반영기준환율(주요국 통화의 대원화 환율) 데이터입니다. <br/>※ 자세한 사항은 한국장학재단 누리집 > 장학금 > 학자금 지원구간 > 한눈에 보는 학자금 지원구간 > 국외 소득재산 신고제 안내>적용환율>주요국 통화의 대원화 환율(https://www.kosaf.go.kr/ko/tuition.do?pg=tuition04_09_06&type=scholar)을 참고 바랍니다.",88,교육 - 고등교육,B552529,한국장학재단,N,2025-01-10,https://www.data.go.kr/data/15129095/fileData.do,19.0,"재외국민,국가별,매매기준환율",csv,국가장학부
18808,15112124,한국교육학술정보원_대학학과커리큘럼_강의계획서,"대학의 연도별 강의계획서(강의내용) 정보를 공공데이터 포털을 통해 제공합니다. 2022년 기준으로 대학(강원대학교, 경북대학교, 경상국립대학교, 부산대학교, 서울대학교, 전북대학교, 제주대학교, 충남대학교, 충북대학교)의 데이터가 시범적으로 서비스 됩니다.",2363,교육 - 고등교육,B550629,한국교육학술정보원,Y,2024-08-28,https://www.data.go.kr/data/15112124/fileData.do,2307.0,"커리큘럼,강의계획서,대학학과",csv,고등교육혁신부
21803,15120016,한국사학진흥재단_대학재정알리미 국·공·사립대학 교육용 건물 현황,2023년 국·공·사립대학(전문대학 포함) 교육용 건물 세부 현황입니다. 해당 데이터는 대학 교사 확보율 산출 시 활용됩니다.,350,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-20,https://www.data.go.kr/data/15120016/fileData.do,91.0,"대학 교육용 건물 현황,대학 교사 보유 현황,교사 보유 현황",xlsx,재정통계분석부
2974,15042211,한국교육개발원_고등교육기관 졸업자 학과별 졸업 후 상황,"고등교육기관 졸업자 취업통계조사 결과 중 학과별 졸업 후 상황 데이터<br/>- 제공되는 데이터 항목명 : 졸업후 상황(취업자, 진학자, 입대자, 취업불가능자, 제외인정자, 기타, 미상)",7034,교육 - 고등교육,B090027,한국교육개발원,N,2025-01-17,https://www.data.go.kr/data/15042211/fileData.do,1920.0,"고등교육기관 졸업자 취업통계,취업통계조사,취업통계",csv,교육통계센터
23287,3039448,한국사학진흥재단_국공사립대학 시설현황 DB,"해당 데이터는 한국사학진흥재단의 국·공·사립대학 시설현황 정보(시설명, 위치, 연락처 등) 데이터를 제공하는 대학재정알리미 링크입니다.",3374,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-14,https://www.data.go.kr/data/3039448/fileData.do,147.0,"설비,시설현황,기숙사",xlsx,재정통계분석부
23299,15041570,한국사학진흥재단_국공사립대학 기숙사 DB,"해당 데이터는 대학 기숙사 현황 정보를 보여주며, 각 학교별로 기숙사 현황, 수용현황,  운영결과, 납부제도를 구분하여 데이터를 보여줍니다.",3989,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-14,https://www.data.go.kr/data/15041570/fileData.do,532.0,"대학기숙사,대학기숙사비,대학기숙사운영결과",xlsx,재정통계분석부
23342,15053532,인천광역시교육청_특성화고 현황,"인천광역시 관내 특성화고등학교 현황에 대한 데이터로 학교명, 계열, 소재지, 전화번호, 학과명 등에 대한 항목을 제공합니다.",6326,교육 - 고등교육,7310000,인천광역시교육청,N,2024-08-14,https://www.data.go.kr/data/15053532/fileData.do,3872.0,"특성화고 명칭,학과,지역",csv,정보지원과
24218,15033864,한국사학진흥재단_행복기숙사 운영현황,"해당 데이터는 행복기숙사 기숙사명, 사업장별 수용인원, 인실(1인실, 2인실, 3인실, 4인실)별 기숙사비 현황을 보여주는 데이터입니다",2990,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-12,https://www.data.go.kr/data/15033864/fileData.do,1010.0,"행복기숙사,지원자,기숙사비",csv,행복기숙사운영부
1067,15099408,한국장학재단_정관,"한국장학재단설립등에관한법률 및 민법에 따라 작성된 재단의 내규로서, 국가법령정보센터 및 알리오 등에서도 정보 검색이 가능함.",1950,교육 - 고등교육,B552529,한국장학재단,N,2025-02-13,https://www.data.go.kr/data/15099408/fileData.do,822.0,"민법,내규,법령",hwpx,기획조정부
25252,3060497,한국장학재단_학자금대출 통계 정보(통계연보),"한국장학재단의 학자금대출 및 상환 통계 정보로, 매년 전년도 현황 기준으로 연도별 학자금 대출규모(금액, 건수(인원))를 제공하는 통계연보 자료임<br/><일러두기><br/>1. 통계전반에 걸쳐서 사용된 기호 ‘-’의 뜻은 ‘해당사항 없음’이거나 ‘0’을 의미함<br/>2. 연도 내 합계는 각 학기 수치의 단순 산술 합계이므로 중복 인원이 발생할 수 있음<br/>3. 자료 수치는 반올림 처리로 인하여 세목의 합계와 전체 합계가 일치하지 않을 수 있음<br/>4. 1인당, 1건당 금액은 단순 계산값으로 실제로 수혜한 1인당, 1건당 금액과 다를 수 있음",15542,교육 - 고등교육,B552529,한국장학재단,N,2024-08-08,https://www.data.go.kr/data/3060497/fileData.do,10531.0,"학자금,대출,상환",xlsx,디지털전략부
25254,3060496,한국장학재단_장학금 통계 정보(통계연보),"한국장학재단 장학금 사업현황 통계(장학금 지원 금액 및 건수(인원))자료로, 매년 전년도 현황 기준으로 발간하는 통계연보 자료임<br/><br/><일러두기><br/>1. 통계전반에 걸쳐서 사용된 기호 ‘-’의 뜻은 ‘해당사항 없음’이거나 ‘0’을 의미함<br/>2. 연도 내 합계는 각 학기 수치의 단순 산술 합계이므로 중복 인원이 발생할 수 있음<br/>3. 자료 수치는 반올림 처리로 인하여 세목의 합계와 전체 합계가 일치하지 않을 수 있음<br/>4. 1인당, 1건당 금액은 단순 계산값으로 실제로 수혜 한 1인당, 1건당 금액과 다를 수 있음<br/>5. ""소득구간"", ""소득분위"" 용어가 2020년부터 ""학자금 지원구간(약칭: 지원구간)으로 변경됨<br/>6. 국가장학금 Ⅱ유형은 지역인재장학금을 포함함",13344,교육 - 고등교육,B552529,한국장학재단,N,2024-08-08,https://www.data.go.kr/data/3060496/fileData.do,10923.0,"국가장학금,우수장학금,취업연계장학금",xlsx,디지털전략부
371,15028252,한국장학재단_학자금지원정보(대학생),"한국장학재단, 전국 지자체, 민간장학재단, 대학 등에서 대학생 및 대학원생을 대상으로 지원하는 학자금 정보(운영기관, 상품명, 상품구분, 학자금 지원 유형, 신청대상, 신청기간, 지원금액, 지원인원 등)입니다.<br/>학자금 지원정보(대학생)에 관한 자세한 정보는 재단 홈페이지(https://portal.kosaf.go.kr/CO/jspAction.do?forwardOnlyFlag=N&forwardPage=pt/sm/cstmdsgngoods/PTSMCstmDsgnGoods_10M&beanName=PTSMCstmDsgnGoodsSVC&methodName=getItgnSrchCstmDsgnGoodsList&inputVOName=kr.go.kosaf.portal.pt.sm.cstmdsgngoods.svc.PTSMCstmDsgnGoodsSVO&ignoreSession=Y&no=1&lgclMenuClssCd=ss02&smclMenuClssCd=ss0201&naviParam=MK,01,01,01)를 참고바랍니다.<br/>",10732,교육 - 고등교육,B552529,한국장학재단,N,2025-02-24,https://www.data.go.kr/data/15028252/fileData.do,5282.0,"장학금,학자금,스마트맞춤설계",csv,장학점검사업부
25671,15033862,한국사학진흥재단_사학진흥기금 융자사업 지원 현황,"한국사학진흥재단의 사업 중 하나인 ""사립학교 교육환경개선 자금 융자사업""의 융자 지원 실적을 나타낸 데이터로, 융자사업 신청·배정·지급 현황을 매년 공개합니다.<br/>※ 배정연도 2023년을 기준으로 작성하였으므로, 정기신청과 추가신청(1,2차) 내역을 포함하며 정기배정(본배정)과 예비배정 내역, 지급 내역을 포함합니다.",2439,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-07,https://www.data.go.kr/data/15033862/fileData.do,1277.0,"교육시설,교육환경개선,융자현황",csv,교육재정지원부
21831,15116560,한국사학진흥재단_최근 5개년도 사립대학 및 국공사립대학 산학협력단 예산DB,"2019~2023회계연도 사립대학 (전문, 원격 포함) 법인일반, 교비회계 자금예산서 및 국, 공, 사립대학 산학협력단 현금예산서 로우 데이터입니다.",394,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-20,https://www.data.go.kr/data/15116560/fileData.do,108.0,"사립대학 예산,산학협력단 예산,국립대학 예산",xlsx,재정통계분석부
18774,15120474,한국사학진흥재단_경영정보시스템 금융기관,"한국사학진흥재단 경영정보시스템 내 금융기관 정보(금융기관명, 지점명, 우편번호, 금융기관 주소, 수납대리점여부)를 제공",229,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-28,https://www.data.go.kr/data/15120474/fileData.do,50.0,"금융기관명,지점명,수납대리점여부",csv,대학정보화지원부
13663,15099409,한국장학재단_취업후 상환 학자금대출 핵심설명서,"취업후상환 학자금대출의 대출제도 개요 및 특성, 대출금리 및 지연배상금률, 수수료 및 비용, 이자 및 분할상환금의 계산방법, 이자의 납부방법, 대출실행 및 지급방법, 대출상환방법, 대출사실에 대한 통지, 대출자격 제한, 주요 신고의무, 대출조건 변경, 특별상환 상환유예, 유의사항, 상환의무 면제에 대한 내용이 포함되어 있습니다.",1816,교육 - 고등교육,B552529,한국장학재단,N,2024-09-20,https://www.data.go.kr/data/15099409/fileData.do,634.0,"학자금대출,취업후 상환 학자금대출,설명서",hwpx,학자금대출부
5665,15099424,한국장학재단_학자금 지원구간 산정지침,해당 연도 1학기 학자금 지원구간* 산정지침입니다. 국가장학금 제도 이용 및 관련 업무 수행에 참고하시기 바라며 연중 수정될 수 있으니 정확한 정보는 아래 경로에서 확인해주시기 바랍니다.<br/>* 학자금지원구간이란 우선적 학자금지원 대상자 선정을 위하여 소득재산 조사를 통해 산정한 학생 가구의 소득인정액을 재단의 학자금 지원구간 구간표에 적용하여 결정한 구간 값<br/>1) 학자금지원구간 정의 및 업무 절차 등 정보 안내<br/>  - www.kosaf.go.kr > 장학금  > 학자금 지원구간 > 한눈에 보는 학자금 지원구간 > 학자금 지원구간 산정절차<br/>2) 학자금지원구간 산정지침 자료실<br/>  - www.kosaf.go.kr > 고객센터 > 자료실,1844,교육 - 고등교육,B552529,한국장학재단,N,2024-12-11,https://www.data.go.kr/data/15099424/fileData.do,676.0,"국가장학금,학자금지원구간,산정지침",hwpx,국가장학부
18224,15120010,한국사학진흥재단_대학재정알리미 교지·교사 확보율,2023년 국·공·사립대학(전문대학 포함) 교지·교사 확보율 테이블입니다. 499개교의 기준면적 대비 교육용 토지·교육용 건물 보유면적 비율을 알 수 있는 테이블입니다.,284,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-29,https://www.data.go.kr/data/15120010/fileData.do,69.0,"교지교사 확보율,교육용토지 확보율,교육용건물 확보율",xlsx,재정통계분석부
17434,15120447,한국사학진흥재단_고등교육재정지원 사업별 사업지원대상정보,중앙 정부 및 지방자치단체(교육청 포함)에서 대학에 지원하는 사업 목록 및 사업별 사업 지원 대상 기관 정보 테이블입니다.,351,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-09-02,https://www.data.go.kr/data/15120447/fileData.do,261.0,"고등교육재정지원,고등교육 재정지원 사업지원대상,고등교육 재정지원 사업별 사업지원대상",xlsx,재정통계분석부
18223,15120008,한국사학진흥재단_대학재정알리미 교지확보율,2023년도 국·공·사립대학(전문대학 포함) 교지(교육용 토지)확보율 테이블입니다. 교지 기준면적 대비 보유면적 비율을 나타낸 데이터입니다.,356,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-29,https://www.data.go.kr/data/15120008/fileData.do,82.0,"교지 확보율,교육용 토지 확보율,대학 교육용 토지",xlsx,재정통계분석부
18222,15120007,한국사학진흥재단_대학재정알리미 교사확보율,2023년도 국·공·사립대학(전문대학 포함) 교사(교육용 건물) 확보율 테이블입니다. 교사 기준면적 대비 보유면적 비율에 해당하는 값으로 산출된 확보율입니다.,327,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-29,https://www.data.go.kr/data/15120007/fileData.do,72.0,"교사확보율,대학 교육용건물,교육용 건물 확보 현황",xlsx,재정통계분석부
18207,15120388,한국사학진흥재단_대학재정알리미 교육환경 재정통계지표,2023년도 기준 대학 및 전문 대학 교육 환경(교육용토지·교육용건물 확보율 및 기숙사 현황) 재정 정보 테이블입니다.,332,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-08-29,https://www.data.go.kr/data/15120388/fileData.do,146.0,"교육환경지표,교육여건 재정통계지표,교육환경",xlsx,재정통계분석부
6309,15068974,한국전문대학교육협의회_신입생 입시통계현황,"2024학년도 전문대학 신입생 모집결과(대학교명,계열명,중분류명,모집단위명,학제,주야구분,전형명,모집인원,지원인원,등록인원등)",3197,교육 - 고등교육,B550599,한국전문대학교육협의회,N,2024-11-29,https://www.data.go.kr/data/15068974/fileData.do,820.0,"전문대학,신입생,모집결과",csv,입학지원실
5658,15114804,한국장학재단_I유형 및 다자녀 국가장학금 지원가능대학,"I유형 및 다자녀 국가장학금  재정지원가능대학 명단으로, 해당연도 대상 대학의 신·편입 학생은 국가장학금  Ⅰ유형 또는 다자녀 장학금 수혜가 가능합니다.<br/>해당 연도의 연말 기준 대상 대학으로 정확한 정보는 ""한국장학재단 누리집(www.kosaf.go.kr) > 장학금 > 소득연계형 국가장학금 > 국가장학금I유형(학생직접지원형) > 대상대학""에서 확인해주시기 바랍니다. <br/>* 다자녀 국가장학금 대상 대학 동일하게 적용",2916,교육 - 고등교육,B552529,한국장학재단,N,2024-12-11,https://www.data.go.kr/data/15114804/fileData.do,698.0,"I유형 국가장학금,다자녀 국가장학금,지원가능대학",csv,국가장학부
5894,15139796,한국사학진흥재단_사립대학 등록금수입 및 고정비,"한국사학진흥재단에서 집계한 2023회계연도 사립대학 교비회계 재무제표(자금계산서)에서 추출됨.<br/>사립대학별 등록금 수입액 대비 고정비(보수, 관리운영비) 지출액을 확인할 수 있는 기초자료임.<br/> - 등록금수입 : 단기수강료 제외 / 고정비 : 보수 + 관리비(시설관리비+일반관리비)",1431,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-12-06,https://www.data.go.kr/data/15139796/fileData.do,65.0,"사립대학,사립대학 결산,사립대학 등록금수입",csv,재정통계분석부
6724,15070459,한국장학재단_학자금대출 관련 용어,한국장학재단에서 운영중인 학자금대출 사업 관련 용어설명입니다. 많이 찾는 용어 중심으로 제공하고 있으니 참고바랍니다.,2182,교육 - 고등교육,B552529,한국장학재단,N,2024-11-21,https://www.data.go.kr/data/15070459/fileData.do,652.0,"학자금지원,장학금,용어",csv,디지털전략부
13984,15120398,한국사학진흥재단_대학재정알리미 교육비 환원율,2022년도 기준 사립대학 교육비 환원율 재정정보 테이블입니다. 교육비 환원율이란 학생이 납부한 납입금이 학생 교육을 위하여 투자되는 비율을 의미합니다.,729,교육 - 고등교육,B340004,한국사학진흥재단,N,2024-09-19,https://www.data.go.kr/data/15120398/fileData.do,139.0,"교육비 환원율,대학 예결산,대학 교육비 환원율",xlsx,재정통계분석부
16588,15108530,인천광역시교육청_폐교재산관리현황,"인천광역시교육청 폐교재산관리현황자료입니다. 폐교명, 폐교년도, 소재지, 토지 및 건물 면적, 대부 및 미활용 현황 등 정보제공",686,교육 - 교육일반,7310000,인천광역시교육청,N,2024-09-05,https://www.data.go.kr/data/15108530/fileData.do,158.0,"폐교,재산,폐교현황",csv,정보지원과
18584,15069551,한국직업능력연구원_관계부처별 민간자격등록현황,"등록민간자격, 국가공인민간자격 등 민간자격에 대한 정보 중 해당 자격이 등록되어 있는 주무부처를 기준으로 되어 있는 데이터입니다. 각 주무부처별로 등록되어 있는 등록민간자격, 공인민간자격 수로 구성되어 있으며, 2015년부터 현재까지의 등록/공인 민간자격이 수치화되어 구성되어 있습니다.",4464,교육 - 교육일반,B554625,한국직업능력연구원,N,2024-08-29,https://www.data.go.kr/data/15069551/fileData.do,1684.0,"민간자격,주무부처,민간자격등록현황",csv,민간자격센터
22126,15132826,울산광역시교육청_울산창의융합교육센터 자원 파일 정보,"울산광역시교육청 울산창의융합교육센터 누리집의 자원 파일 정보 데이터입니다. 울산창의융합교육센터 누리집에 등록된 파일 정보의 제목, 설명(있는 경우), 공개일시 및 등록일시, 파일크기, 확장자명 등이 등록되어 있으며 누리집 데이터베이스(DB)기준으로 추출된 정보입니다.<br/>",79,교육 - 교육일반,7480000,울산광역시교육청,N,2024-08-19,https://www.data.go.kr/data/15132826/fileData.do,13.0,"창의융합,누리집,파일정보",csv,미래교육과
22125,15132823,울산광역시교육청_울산광역시교육연구정보원 대표홈페이지 자원 파일 정보,"울산광역시교육청 울산교육연구정보원 누리집의 자원 파일 정보 데이터입니다. 울산교육연구정보원 누리집에 등록된 파일 정보의 제목, 설명(있는 경우), 공개일시 및 등록일시, 파일크기, 확장자명 등이 등록되어 있으며<br/>누리집 데이터베이스(DB)기준으로 추출된 정보입니다.",34,교육 - 교육일반,7480000,울산광역시교육청,N,2024-08-19,https://www.data.go.kr/data/15132823/fileData.do,10.0,"누리집,파일정보,자원정보",csv,미래교육과
22123,15132820,울산광역시교육청_강북교육지원청 누리집 자원 파일 정보,"울산광역시교육청 강북교육지원청 누리집의 자원 파일 정보 데이터입니다. 강북교육지원청 누리집에 등록된 파일 정보의 제목, 설명(있는 경우), 공개일시 및 등록일시, 파일크기, 확장자명 등이 등록되어 있으며<br/>누리집 데이터베이스(DB)기준으로 추출된 정보입니다.<br/>",151,교육 - 교육일반,7480000,울산광역시교육청,N,2024-08-19,https://www.data.go.kr/data/15132820/fileData.do,17.0,"홈페이지,누리집,자원파일정보",csv,미래교육과
17706,15134465,경기도교육청_경기도가평교육지원청_통합 홈페이지_보도자료,"경기도가평교육지원청 통합 홈페이지(누리집)의 정보마당에 있는 보도자료 데이터로 제목과 내용, 등록일의 정보를 제공합니다.",191,교육 - 교육일반,7530000,경기도교육청,N,2024-08-30,https://www.data.go.kr/data/15134465/fileData.do,18.0,"정보마당,보도자료,가평교육소식",csv,가평교육지원청
22182,15131121,울산광역시교육청_대표 누리집 자원 파일 정보,"울산광역시교육청 대표 누리집의 자원 파일 정보 데이터입니다. 대표 누리집에 등록된 파일 정보의 제목, 설명(있는 경우), 공개일시 및 등록일시, 파일크기, 확장자명 등이 등록되어 있으며<br/>누리집 데이터베이스(DB)기준으로 추출된 정보입니다.",86,교육 - 교육일반,7480000,울산광역시교육청,N,2024-08-19,https://www.data.go.kr/data/15131121/fileData.do,16.0,"누리집,홈페이지,파일정보",csv,미래교육과
23485,15119866,한국사학진흥재단_대학재정회계센터 게시판 내용,"대학재정회계센터 내 게시판(온라인 상담 / FAQ / 자료실 등)에 등록된 게시판 내용입니다. 작성연도, 제목, 조회수, 작성일자 정보가 저장되어있습니다.",231,교육 - 교육일반,B340004,한국사학진흥재단,N,2024-08-13,https://www.data.go.kr/data/15119866/fileData.do,47.0,"작성연도,제목,조회수",csv,사립대학디지털지원부
17172,15131955,한국교육개발원_전국영재교육기관현황,"대한민국 소재 전국 영재교육기관 현황정보<br/>- 제공되는 데이터 항목명: 소재(시도) 및 기관유형, 기관명, 주소, 대표전화, 모집분야",348,교육 - 교육일반,B090027,한국교육개발원,N,2024-09-03,https://www.data.go.kr/data/15131955/fileData.do,94.0,"영재교육,영재교육기관,영재교육기관현황",csv,학생학부모연구실
24354,3049043,한국연구재단_KCI학술지정보,"한국연구재단이 보유하고 있는  한국학술지인용색인(KCI) 시스템 내에 있는 정보입니다 컬럼명은 E-ISSN, P-ISSN, 학술지명, 등재구분, 학술지 연구분야, 창간년도, 발행간기, 사용언어, 발행기관명, 부설연구소 소속대학, 기관구분이 있습니다",5837,교육 - 교육일반,B552540,한국연구재단,N,2024-08-10,https://www.data.go.kr/data/3049043/fileData.do,1047.0,"한국학술지인용색인,KCI,학술지",csv,정보기획팀
24355,3049380,한국연구재단_KCI인용지수정보,"한국연구재단의 한국학술지인용색인(KCI) 시스템정보입니다. 컬럼명은    ISSN , 학술지명, 발행기관 , 논문수, 피인용횟수 등 여러 자료를 나타내고 있습니다",4991,교육 - 교육일반,B552540,한국연구재단,N,2024-08-10,https://www.data.go.kr/data/3049380/fileData.do,1187.0,"한국학술지인용색인,논문,인용지수",csv,정보기획팀
