,목록키,목록명,목록설명,조회수,분류체계,기관코드,기관명,국가중점여부,목록 수정일,목록 URL,다운로드_활용신청건수,키워드,데이터 확장자,관리 부서명
22344,15085437,한국연구재단_정책연구용역보고서,"2017~2024년의 한국연구재단 외부에서 정책연구했던 내역을 알수 있습니다.  자료제목, 소속, 주저자 및 파일명을 알 수 있습니다.",1796,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-19,https://www.data.go.kr/data/15085437/fileData.do,427.0,"정책,연구,연구용역",csv,정보기획팀
16150,15134996,한국연구재단_4단계 BK21 연도별 사업기간 및 사업접수 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 4단계 BK21 연도별 사업기간 및 사업접수 현황 데이터이며, 구분, 차수, 사업년도, 사업기간시작일자, 사업기간종료일자, 사업유형 수, 사업접수 승인요청 사업단 수, 사업접수 승인요청 수 등으로 구성되어있습니다.",97,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134996/fileData.do,16.0,"두뇌한국 21 사업기간 및 접수,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16171,15134987,한국연구재단_4단계 BK21 대학원혁신 및 제도개선 평가패널 정보,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 대학원혁신 및 제도개선 평가패널 정보 데이터이며, 사업접수ID, 사업명, 기관코드, 기관명, 사업단ID, 사업단명, 사업분야, 지원패널분야, 등록일자 등으로 구성되어있습니다.",107,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134987/fileData.do,21.0,"두뇌한국 21 대학원 제도 개선 평가,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16170,15134986,한국연구재단_BK21 제도혁신 연도별 참여 기관 및 사업단 정보,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 제도혁신 사업의 연도별 참여 기관 및 사업단 정보 데이터이며, 사업년도, 기관코드, 기관명, 사업단ID, 사업단명, 사업단팀구분, 전국지역구분, 등록일 등으로 구성되어있습니다.",50,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134986/fileData.do,16.0,"두뇌한국 21 제도혁신 참여 기관,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16169,15134985,한국연구재단_2단계 BK21 사업 참여기관 정보,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 2단계 BK21 사업 참여기관 정보 데이터이며, 기관코드, 기관명, 데이터갱신일자 등으로 구성되어있습니다.",86,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134985/fileData.do,19.0,"두뇌한국 21 사업 참여 기관,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16168,15134984,한국연구재단_4단계 BK21 연도별 참여 신진연구인력 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 연도별 참여 신진연구인력 현황 데이터이며, 사업년도, 총 기관 수, 총 참여 신진연구인력 수, 사업유형별 참여 신진연구인력 수 (혁신인재 양성사업, 미래인재 양성사업), 사업범위별 참여 신진연구인력 수 (전국사업, 지역사업), 학위취득별 참여 신진연구인력 수 (자교 박사학위, 타교 박사학위), 직위별 참여 신진연구인력 수 (박사후연구원, 계약교수), 성별 참여 신진연구인력 수 (남성, 여성) 등으로 구성되어있습니다",59,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134984/fileData.do,15.0,"두뇌한국 21 사업 참여 신진연구인력,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16167,15134983,한국연구재단_4단계 BK21 연도별 참여 대학원생 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 연도별 참여 대학원생 현황 데이터이며, 사업년도, 총 기관 수, 총 참여 대학원생 수, 사업유형별 참여 대학원생 수 (혁신인재 양성사업, 미래인재 양성사업), 사업범위별 참여 대학원생 수 (전국사업, 지역사업), 학기별 참여 대학원생 수 (1학기, 2학기), 학위과정별 참여 대학원생 수 (석사 과정, 박사 과정, 석박사 통합과정, 기타 과정), 내국인구분별 참여 대학원생 수 (내국인, 외국인), 성별 참여 대학원생 수 (남성, 여성) 등으로 구성되어있습니다.",143,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134983/fileData.do,26.0,"두뇌한국 21 사업 참여 대학원생,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16166,15134982,한국연구재단_4단계 BK21 연도별 정산 진행 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 연도별 정산 진행 현황 데이터이며, 사업년도, 정산대상 기관 수, 정산대상 사업단, 교육연구단 작성 전, 교육연구단 작성 중, 교육연구단 작성 완료, 산업혁력단 승인, 산업협력단 반려, 회계감사 부서장 승인, 회계감사 부서장 반려, 한국연구재단 승인, 한국연구재단 반려, 정산시작일, 정산종료일 등으로 구성되어있습니다.",87,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134982/fileData.do,19.0,"두뇌한국 21 사업 정산 기관,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
15418,15134991,한국연구재단_4단계 BK21 연도별 비목별 사업비 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 연도별 비목별 사업비 현황 데이터이며, 사업연도, 혁신인재 양성사업, 미래인재 양성사업, 대학원혁신 영역사업의 사업단 수, 협약액, 대학원생 연구장학금, 인건비, 산학협력전담 인건비, 교육과정 개발비, 연구활동 및 산학협력활동 지원비, 국제화경비, 교육연구단 운영비, 간접비 등으로 구성되어있습니다.",217,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-10,https://www.data.go.kr/data/15134991/fileData.do,34.0,"두뇌한국 21 사업비 정보,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16165,15134981,한국연구재단_4단계 BK21 연도별 교육연구단 및 교육연구팀 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 연도별 교육연구단 교육연구팀 현황 데이터이며, 사업년도, 총 기관 수, 총 교육연구단 및 교육연구팀 수, 사업유형별 교육연구단 및 교육연구팀 수 (미래인재 양성사업), 사업유형별 교육연구단 및 교육연구팀 수 (혁신인재 양성사업), 사엄범위별 교육연구단 및 교육연구팀 수 (전국사업), 사엄범위별 교육연구단 및 교육연구팀 수 (지역사업) 등으로 구성되어있습니다.",89,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134981/fileData.do,22.0,"두뇌한국 21 사업 연도별 참여 기관,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16164,15134980,한국연구재단_4단계 BK21 사업유형별 지원분야,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 사업유형별 지원부야 데이터이며, 구분, 사업분야코드, 사업분야명, 사업분야단축명, 사업분야코드 사용여부, 지원분야패널코드, 지원분야패널명, 지원분야패널코드 사용여부, 상세코드, 상세코드명 등으로 구성되어있습니다.<br/>",78,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134980/fileData.do,15.0,"두뇌한국 21 사업 지원 영역,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16172,15134988,한국연구재단_4단계 BK21 대학원혁신 연도별 비목별 사업비 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 대학원혁신 연도별 비목별 사업비 현황 데이터이며, 사업년도, 사업명, 사업단 수, 인건비, 국제화 경비, 교육 연구 프로그램 개발 운영비, 교육 연구 환경 개선비(시설비), 연구장비 및 기자재 구입 운영비, 기타사업운영비 등으로 구성되어있습니다.",111,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134988/fileData.do,25.0,"두뇌한국 21 비목별 사업비 현황,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16163,15134978,한국연구재단_4단계 BK21 교육연구단 및 교육연구팀 목록,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 교육연구단 및 교육연구팀 목록 데이터이며, 사업단ID, 관리번호, 사업구분, 사업분야, 지원분야, 전국지역단위, 기관코드, 기관명, 사업단명, 사업단명영문, 선정일자, 시작일자, 종료일자, 탈락일자, 등록일자, 수정일자, 단팀구분, 학과개설년월, 팀홈페이지, 사업시작일자, 사업종료일자, 차수별시작일자, 차수별종료일자 등으로 구성되어있습니다.",152,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134978/fileData.do,31.0,"두뇌한국 21 사업 참여 교육연구단,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16162,15134977,한국연구재단_4단계 BK21 기술분류코드 정보,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 기술분류코드 데이터이며, 상위 기술코드, 하위 기술코드, 부모 기술코드, 기술코드명 등으로 구성되어있습니다.",97,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134977/fileData.do,23.0,"두뇌한국 21 사업 기술분류,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16147,15134990,한국연구재단_2단계 BK21 사업비 관리 항목 및 비목 정보,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 2단계 BK21 사업비 관리 항목 및 비목 정보 데이터이며, 항목그룹코드, 항목그룹명, 항목코드, 항목명, 항목 비율 하한, 항목 비율 상한, 비목코드, 비목명 등으로 구성되어있습니다.",100,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134990/fileData.do,29.0,"두뇌한국 21 사업비 관리 항목,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16161,15134975,한국연구재단_4단계 BK21 기관별 사업 접수 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 기관별 사업 접수 현황 현황 데이터이며, 기관코드, 기관명, 총 사업단 수, 접수 사업단 수, 산학협력단 승인 사업단 수 등으로 구성되어있습니다.",83,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134975/fileData.do,18.0,"두뇌한국 21 사업 접수 기관,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16148,15134992,한국연구재단_2단계 BK21 사업 접수일정 정보,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 2단계 BK21 사업 접수일정 정보 데이터이며, 사업접수ID, 사업명, 일정구분코드, 일정구분, 공개여부, 일정명, 시작일자, 종료일자 등으로 구성되어있습니다.",79,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134992/fileData.do,16.0,"두뇌한국 21 사업 접수,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16149,15134995,한국연구재단_4단계 BK21 사업분야별 사업 접수일정 정보,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 사업분야별 사업 접수일정 정보 데이터이며, 구분, 사업접수ID, 사업명, 대상사업분야코드, 사업분야명, 사업접수일정ID, 일정구분, 시작일자, 종료일자 등으로 구성되어있습니다.",59,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134995/fileData.do,14.0,"두뇌한국 21 사업 접수일정,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16160,15134973,한국연구재단_4단계 BK21 연도별 사업유형별 정산 금액 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 연도별 사업유형별 사업비 정산 금액 현황 데이터이며, 사업년도, 사업유형(미래인재 양성, 혁신인재 양성, 대학원 혁신), 사업단 수(교육연구단 및 교육연구팀), 최종계획금액, 사용금액, 전년도 이월금액, 발생이자금액 등으로 구성되어있습니다.",114,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134973/fileData.do,20.0,"두뇌한국 21 사업 정산금액,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16154,15135000,한국연구재단_4단계 BK21 지역별 여비 금액 기준,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 4단계 BK21 지역별 여비 금액 기준 데이터이며, 지역코드, 지역명, 여비 지급 금액 기준 등으로 구성되어있습니다.",104,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15135000/fileData.do,25.0,"두뇌한국 21 여비 지급 기준,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
19363,15117892,한국연구재단_학교정보 첨부파일 목록,"한국연구재단이 보유하고 있는 ""외국교육기관 및 외국인학교종합안내"" 시스템의  ""학교정보 첨부파일 목록"" 데이터 입니다.  학교명, 기준년도, 분기, 파일구분 파일명의 컬럼으로 구성되어있습니다",365,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-27,https://www.data.go.kr/data/15117892/fileData.do,213.0,"학교,학교정보,첨부파일",csv,정보기획팀
16153,15134999,한국연구재단_4단계 BK21 연도별 참여 교수 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 4단계 BK21 연도별 참여 교수 현황 데이터이며, 사업년도, 총 참여 교수, 사업유형별 참여 교수 수 (혁신인재 양성사업, 미래인재 양성사업), 사업범위별 참여 교수 수 (전국사업, 지역사업), 교수직급별 참여 교수 수 (교수, 부교수, 조교수, 기타), 성별 참여 교수 수 (남성, 여성) 등으로 구성되어있습니다.",126,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134999/fileData.do,20.0,"두뇌한국 21 사업 참여 교수,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16152,15134998,한국연구재단_4단계 BK21 연도별 사업분야별 최대 지원금액 정보,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 4단계 BK21 연도별 사업분야별 최대 지원금액 정보 데이터이며, 사업년도, 사업구분, 연구단구분, 지원분야, 세부지원분야, 전국단위 사업 지원 상한액 (억원), 지역단위 사업 지원 상한액 (억원) 등으로 구성되어있습니다.",147,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134998/fileData.do,23.0,"두뇌한국 21 지원 금액,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
9332,15089840,울산과학기술원_공동활용 연구장비 운영현황,"울산과학기술원 교원, 연구원 또는 협력 연구원 등이 보유하고 있거나 공동 활용하는 연구장비 목록(모델명 등 포함)을 리스트로 정리하였습니다.",1336,과학기술 - 과학기술연구,B553562,울산과학기술원,N,2024-10-21,https://www.data.go.kr/data/15089840/fileData.do,181.0,"기계,기타 기계,달리 분류되지 않는 기계",csv,정보전략팀
16173,15134989,한국연구재단_4단계 BK21 대학원혁신 연도별 평가 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 대학원혁신 연도별 평가 현황 데이터이며, 사업년도, 사업ID, 사업명, 사업단 수, 평가코드, 평균점수, 최대점수, 최소점수 등으로 구성되어있습니다.",108,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134989/fileData.do,20.0,"두뇌한국 21 대학원 혁신 평가,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
16151,15134997,한국연구재단_4단계 BK21 연도별 사업별 기타 지급 현황,"한국연구재단에서 운영하는 4단계 BK21 종합정보관리시스템 내 4단계 BK21 연도별 사업별 기타 지급 현황 데이터이며, 지급년도, 사업ID, 사업단(팀)명, 기타 지급금액, 등록일자, 수정일자 등으로 구성되어있습니다.",67,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-09-06,https://www.data.go.kr/data/15134997/fileData.do,19.0,"두뇌한국 21 사업 기타 금액 지급,석박사급 연구인력 양성,대학원 교육 내실화 및 연구 경쟁력 강화",csv,정보기획팀
24346,15092939,한국연구재단_학술대회논문심사,"한국연구재단이 보유하고있는 온라인논문투고심사시스템에 있는 학술대회논문심사 데이터 입니다. 대표 데이터는 기관명, 학술대회논문심사일련번호 등이 있습니다.",1637,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-10,https://www.data.go.kr/data/15092939/fileData.do,201.0,"인문사회과학,인간과학과 기술,인지감성과학",csv,정보기획팀
24264,15120687,한국연구재단_선정과제 연구분야,"한국연구재단이 보유하고있는 연구사업통합지원시스템(e-R&D)에서 관리하고 있는 데이터이며,  2023년 연구분야별 선정횟수입니다.",547,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-11,https://www.data.go.kr/data/15120687/fileData.do,91.0,"선정 ,연구주제,분야",csv,정보기획팀
24283,15118037,한국연구재단_외국교육기관 및 외국인학교 정보공시 정보,"우리나라 정부의 인가를 받아 설립된 외국교육기관, 외국인유치원, 외국인학교 등이 한국연구재단이 운영하는 외국교육기관 및 외국인학교 종합안내 시스템을 통해 등록한 정보공시 데이터로 외국 교육과정을 운영하는 외국교육기관 및 외국인학교의 학생, 학급, 교실, 시설, 교지, 교직원, 입학금 및 수업료, 졸업생, 졸업 후 진로, 기숙사 등 다양한 현황 정보를 제공하고 있습니다.",596,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-11,https://www.data.go.kr/data/15118037/fileData.do,92.0,"정보공시,외국교육기관,종합안내사항",csv,정보기획팀
24287,15117893,한국연구재단_학교검색 리스트 목록,"한국연구재단이 보유하고 있는 ""외국교육기관 및 외국인학교종합안내"" 시스템 내의  ""학교검색 리스트 목록"" 데이터 입니다.  학교ID, 지역명, 학교명 의 컬럼이 있습니다",697,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-11,https://www.data.go.kr/data/15117893/fileData.do,103.0,"학교,학교검색,리스트",csv,정보기획팀
24288,15117653,한국연구재단_연도별 개인회원 연구실 회원가입 현황,"한국연구재단이 보유하고있는 인재매칭플랫폼 시스템의 연도별 개인회원 연구실 회원가입현황입니다. 가입년도, 회원국적, 연구분야(대), 연구분야(중), 성별, 회원수 정보가 있습니다",311,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-11,https://www.data.go.kr/data/15117653/fileData.do,52.0,"연구실,회원가입,개인회원",csv,정보기획팀
24289,15117654,한국연구재단_연도별 지역별 연구분야별 연구실 회원가입 현황,"한국연구재단이 보유하고있는 인재매칭플랫폼 시스템의  ""연도별 지역별 연구분야별 연구실 회원가입 현황"" 입니다. 가입년도, 지역(대), 지역(중), 연구분야(대), 연구분야(중), 연구실명에 대한 정보가 있습니다",313,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-11,https://www.data.go.kr/data/15117654/fileData.do,134.0,"지역별,연구실,회원가입",csv,정보기획팀
24290,15117655,한국연구재단_연도별 채용공고별 지원현황,"한국연구재단이 보유하고 있는 인재매칭플랫폼 시스템의  ""연도별 채용공고별 지원현황"" 데이터 입니다. 등록년도, 채용공고명, 연구실명 등에 대한 정보가 있습니다",295,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-11,https://www.data.go.kr/data/15117655/fileData.do,182.0,"연도별,채용공고,지원",csv,정보기획팀
24347,15085439,한국연구재단_조사분석보고서,한국연구재단에서 수행한 각종 조사한 보고서입니다.  대학연구활동실태조사부터  피인용상위 1%보고서 등  각종 성과 분석 보고서 내용이 있습니다,3207,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-10,https://www.data.go.kr/data/15085439/fileData.do,577.0,"조사,분석,보고서",csv,정보기획팀
24295,15084763,한국연구재단_R and D Brief,"한국연구재단이 소유하고 있는 R&D 연구개발에 대한 정책 소개 자료이며,  해당 컬럼은  자료 종류, 자료제목 , 작성자 소속 , 주저자 등이 있습니다",2412,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-11,https://www.data.go.kr/data/15084763/fileData.do,1034.0,"R&D,정책,한국연구",csv,정보기획팀
24296,15084729,한국연구재단_이슈 리포트,한국연구재단이 보유하고 있는 정책자료로  리포트 형식으로 제작되고 있습니다.  기관홈페이지에서도 확인하실수 있습니다,1808,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-11,https://www.data.go.kr/data/15084729/fileData.do,988.0,"정책,리포트,한국연구",csv,정보기획팀
24334,15117258,한국연구재단_산학협력단 기본정보,"한국연구재단이 보유하고있는 산학협력종합지원센터 내  ""산학협력단 기본정보"" 데이터 입니다.  포함된 컬럼은  산학협력단명, 산학협력단설립년도, 홈페이지, 우편번호, 주소 가 있습니다",515,과학기술 - 과학기술연구,B552540,한국연구재단,N,2024-08-10,https://www.data.go.kr/data/15117258/fileData.do,164.0,"산학,협력,산학협력",csv,정보기획팀
986,15075827,광주과학기술원_경찰관 수신호 좌측에서 전방으로,"경찰관의 수신호 교통제어 [좌측에서 전방으로] 신호에 대한 원본 이미지 및 주석 정보를 제공합니다.<br/>해당 데이터가 보유한 이미지 및 주석정보는 아래와 같습니다.<br/><br/>이미지명: 촬영날짜, 환경, 동영상 번호, 객체, 촬영환경, 촬영방향, 신호, 이미지순번.",2998,과학기술 - 과학기술진흥,B550935,광주과학기술원,Y,2025-02-14,https://www.data.go.kr/data/15075827/fileData.do,1232.0,"기계,자동차/철도 차량,차량 지능화",JPG,정보운영팀
987,15075829,광주과학기술원_경찰관 수신호 좌측에서 후방으로,"경찰관의 수신호 교통제어 [좌측에서 후방으로] 신호에 대한 원본 이미지 및 주석 정보를 제공합니다.<br/>해당 데이터가 보유한 이미지 및 주석정보는 아래와 같습니다.<br/><br/>이미지명: 촬영날짜, 환경, 동영상 번호, 객체, 촬영환경, 촬영방향, 신호, 이미지순번.",2710,과학기술 - 과학기술진흥,B550935,광주과학기술원,Y,2025-02-14,https://www.data.go.kr/data/15075829/fileData.do,1208.0,"자율주행,경찰관, 교통안전요원",JPG,정보운영팀
4147,15034330,울산과학기술원_학술지 논문 목록 정보,"2008년부터 2023년까지 울산과학기술원이 보유한 논문 현황(논문제목, 저널명, Vol. 등)을 작성한 자료입니다.",2578,과학기술 - 과학기술진흥,B553562,울산과학기술원,N,2025-01-07,https://www.data.go.kr/data/15034330/fileData.do,3172.0,"미디어, 커뮤니케이션, 문헌정보",csv,정보전략팀
25763,15083283,한국연구재단_KCI논문정보,"한국연구재단이 보유하고 있는 한국학술지인용색인(KCI)에서의 논문데이터를 나타내고 있습니다. 컬럼명은 논문명, 공동저자, 학술지명, ISSN, 발행년도 등으로  다양한 데이터를 가지고 있습니다",5511,과학기술 - 과학기술진흥,B552540,한국연구재단,N,2024-08-07,https://www.data.go.kr/data/15083283/fileData.do,1658.0,"과학기술과 인문사회,과학기술 정책 및 사회,과학기술과 사회",csv,정보기획팀
22042,3049029,한국연구재단_이알앤디_과제정보,"재단에서 지원하는 일부 과제의 상세설명(대사업명, 중사업명, 소사업명, 연구책임자) 등  과제정보를 확인할수 있습니다",3109,과학기술 - 과학기술진흥,B552540,한국연구재단,N,2024-08-20,https://www.data.go.kr/data/3049029/fileData.do,792.0,"신규선정,과제명,과제지원금액",csv,정보기획팀
24305,15073436,한국연구재단_연구지원 통계연보,"한국연구재단이 지원하고 있는 과제의  지원실적을 작성한 통계연보입니다.  매년 배포중으로, 대외공개가능한 자료입니다",2629,과학기술 - 과학기술진흥,B552540,한국연구재단,N,2024-08-11,https://www.data.go.kr/data/15073436/fileData.do,1039.0,"과제지원,결산,지원금액",hwpx,정보기획팀
22141,15132444,한국연구재단_한국연구재단_한국연구재단_ KCI 연도별 논문수,"한국연구재단이 보유하고 있는 한국학술지인용색인(KCI)에서의 논문수를 나타내고 있습니다. 컬럼명은 학술지, 논문, 저자, 참고문헌을 포함하고 있습니다.",718,과학기술 - 과학기술진흥,B552540,한국연구재단,N,2024-08-19,https://www.data.go.kr/data/15132444/fileData.do,31.0,"과학기술,과학기술 정책 및 사회,인문사회",csv,정보기획팀
22142,15132445,한국연구재단_한국연구재단_ KCI 분야별 논문수,"한국연구재단이 보유하고 있는 한국학술지인용색인(KCI)에서의 분야별 논문수를 나타내고 있습니다. 컬럼명은 학술지수, 권호수, 논문수, 저자수 등으로 다양한 데이터를 가지고 있습니다",584,과학기술 - 과학기술진흥,B552540,한국연구재단,N,2024-08-19,https://www.data.go.kr/data/15132445/fileData.do,41.0,"과학기술,과학기술정책과 사회,인문사회",csv,정보기획팀
24291,15117391,한국연구재단_원자력진흥 위원회 위원 관리,"한국연구재단이 보유하고 있는 ""원자력진흥위원회"" 시스템에있는 위원회 위원 관리 데이터 입니다   위원회에 임명된 위원들의 전공, 직책, 임기 등의 정보가 있습니다",163,과학기술 - 원자력기술,B552540,한국연구재단,N,2024-08-11,https://www.data.go.kr/data/15117391/fileData.do,119.0,"원자력,진흥위원회,관리",csv,정보기획팀
7614,15067391,한국교육학술정보원_KOCW 대학 강의 목록(자연과학),"고등교육 교수학습자료 공동활용 체계, KOCW(Korea OpenCourseWare)를 통해 제공되고 있는 전공분류별 강의 목록입니다. (자연과학)",2140,교육 - 고등교육,B550629,한국교육학술정보원,N,2024-11-11,https://www.data.go.kr/data/15067391/fileData.do,770.0,"KOCW,대학강의,자연과학",csv,고등교육혁신부
9659,15038576,한국장학재단_대학별 장학금 수혜 현황,"- 전년도 장학금 수혜현황(대학정보공시 항목) 조사를 통해, 대학별 재원구분에 따른 교외장학금 수혜 금액 및 성격유형에 따른 교내장학금 연간 수혜금액 제공<br/>- 2020 회계연도부터 재난을 사유로 지급한 교내장학금 추가 조사<br/>- 2023 회계연도부터 조사연도 및 기준연도 추가",10231,교육 - 고등교육,B552529,한국장학재단,N,2024-10-18,https://www.data.go.kr/data/15038576/fileData.do,3613.0,"교외장학금,교내장학금,대학정보공시",csv,ESG혁신부
7613,15067385,한국교육학술정보원_KOCW 대학 강의 목록(의약학),"고등교육 교수학습자료 공동활용 체계, KOCW(Korea OpenCourseWare)를 통해 제공되고 있는 전공분류별 강의 목록입니다. (의약학)",2036,교육 - 고등교육,B550629,한국교육학술정보원,N,2024-11-11,https://www.data.go.kr/data/15067385/fileData.do,813.0,"KOCW,대학강의,의약학",csv,고등교육혁신부
7612,15067383,한국교육학술정보원_KOCW 대학 강의 목록(예술체육),"고등교육 교수학습자료 공동활용 체계, KOCW(Korea OpenCourseWare)를 통해 제공되고 있는 전공분류별 강의 목록입니다. (예술체육)",1961,교육 - 고등교육,B550629,한국교육학술정보원,N,2024-11-11,https://www.data.go.kr/data/15067383/fileData.do,724.0,"KOCW,대학강의,예술체육",csv,고등교육혁신부
