시도교육청코드,시도교육청명,행정표준코드,학교명,학년도,학기,시간표일자,학년,학급명,교시,수업내용,수정일자
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,5,2,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,5,3,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,5,4,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,5,5,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,6,1,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,6,2,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,6,3,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,6,4,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,6,5,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,7,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,7,2,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,7,3,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,7,4,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,7,5,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,8,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,8,2,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,8,3,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,8,4,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,8,5,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,9,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,9,2,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,9,3,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,9,4,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,4,9,5,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,1,1,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,1,2,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,1,3,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,1,4,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,1,5,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,1,6,실과,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,10,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,10,2,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,10,3,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,10,4,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,10,5,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,10,6,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,2,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,2,2,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,2,3,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,2,4,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,2,5,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,2,6,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,3,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,3,2,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,3,3,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,3,4,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,3,5,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,3,6,실과,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,4,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,4,2,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,4,3,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,4,4,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,4,5,진로활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,4,6,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,5,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,5,2,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,5,3,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,5,4,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,5,5,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,5,6,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,6,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,6,2,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,6,3,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,6,4,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,6,5,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,6,6,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,7,1,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,7,2,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,7,3,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,7,4,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,7,5,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,7,6,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,8,1,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,8,2,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,8,3,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,8,4,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,8,5,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,8,6,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,9,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,9,2,실과,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,9,3,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,9,4,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,9,5,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,5,9,6,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,1,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,1,2,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,1,3,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,1,4,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,1,5,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,1,6,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,3,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,3,2,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,3,3,실과,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,3,4,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,3,5,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,3,6,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,4,1,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,4,2,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,4,3,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,4,4,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,4,5,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,4,6,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,6,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,6,2,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,6,3,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,6,4,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,6,5,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,6,6,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,7,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,7,2,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,7,3,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,7,4,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,7,5,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,7,6,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,8,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,8,2,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,8,3,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,8,4,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,8,5,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,8,6,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,9,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,9,2,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,9,3,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,9,4,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,9,5,미술,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230320,6,9,6,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,1,1,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,1,2,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,1,3,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,1,4,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,4,1,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,4,2,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,4,3,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,4,4,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,5,1,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,5,2,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,5,3,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,5,4,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,6,1,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,6,2,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,6,3,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,6,4,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,7,1,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,7,2,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,7,3,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,7,4,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,9,1,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,9,2,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,9,3,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,9,4,슬기로운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,1,9,5,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,1,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,1,2,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,1,3,바른생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,1,4,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,1,5,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,10,1,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,10,2,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,10,3,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,10,4,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,10,5,슬기로운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,2,1,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,2,2,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,2,3,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,2,4,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,2,5,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,3,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,3,2,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,3,3,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,3,4,슬기로운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,3,5,슬기로운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,6,1,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,6,2,슬기로운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,6,3,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,6,4,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,6,5,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,7,1,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,7,2,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,7,3,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,7,4,슬기로운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,7,5,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,8,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,8,2,바른생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,8,3,슬기로운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,8,4,슬기로운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,8,5,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,9,1,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,9,2,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,9,3,즐거운생활,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,9,4,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,2,9,5,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,1,1,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,1,2,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,1,3,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,1,4,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,1,5,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,2,1,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,2,2,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,2,3,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,2,4,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,2,5,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,3,1,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,3,2,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,3,3,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,3,4,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,3,5,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,4,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,4,2,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,4,3,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,4,4,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,4,5,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,6,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,6,2,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,6,3,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,6,4,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,6,5,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,7,1,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,7,2,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,7,3,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,7,4,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,7,5,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,9,1,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,9,2,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,9,3,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,9,4,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,3,9,5,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,1,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,1,2,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,1,3,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,1,4,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,1,5,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,3,1,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,3,2,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,3,3,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,3,4,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,3,5,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,4,1,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,4,2,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,4,3,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,4,4,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,4,5,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,5,1,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,5,2,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,5,3,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,5,4,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,5,5,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,6,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,6,2,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,6,3,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,6,4,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,6,5,자율활동,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,7,1,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,7,2,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,7,3,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,7,4,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,7,5,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,8,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,8,2,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,8,3,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,8,4,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,8,5,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,9,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,9,2,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,9,3,과학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,9,4,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,4,9,5,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,1,1,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,1,2,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,1,3,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,1,4,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,1,5,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,1,6,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,10,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,10,2,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,10,3,도덕,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,10,4,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,10,5,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,10,6,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,2,1,영어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,2,2,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,2,3,사회,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,2,4,수학,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,2,5,체육,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,2,6,음악,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,3,1,국어,20230326
B10,서울특별시교육청,7132108,서울신상도초등학교,2023,1,20230321,5,3,2,과학,20230326
