,지역,학교명,S_i(2025),T_i (2025),B_i(2025),D_i(2025),SCR(2025)
180,충청북도 청주시,서경초등학교,0.07134178853283944,0.05029147762286958,-6.0,16.0,-7.262201014456423
186,충청북도 청주시,성화초등학교,0.11230680005450595,0.025900899367981428,-6.0,16.0,-7.259243973743786
140,충청북도 청주시,경덕초등학교,0.11675002035958287,0.08705543496471811,-6.0,16.0,-7.248003878699405
209,충청북도 청주시,주성초등학교,-0.05520421607378129,-0.02062672885875029,-6.0,15.0,-6.960903682087225
205,충청북도 청주시,운천초등학교,0.00427589848800296,-0.017771438354896623,-6.0,15.0,-6.950060273833482
223,충청북도 청주시,청주대성초등학교,-0.02903075992048423,0.022006438991524657,-6.0,15.0,-6.9490505600372146
183,충청북도 청주시,서현초등학교,0.008480934473872987,-0.009172902690014266,-6.0,15.0,-6.947856593178414
171,충청북도 청주시,사직초등학교,0.004194281943879864,0.016982968369829685,-6.0,15.0,-6.94412627202223
173,충청북도 청주시,산남초등학교,0.04587988219719349,-0.015269899433791853,-6.0,15.0,-6.942389415429064
144,충청북도 청주시,남성초등학교,0.054500973313348876,-0.004627096751635391,-6.0,15.0,-6.939067080241953
215,충청북도 청주시,진흥초등학교,0.08317781495695438,0.02214251751900052,-6.0,15.0,-6.92949319508021
162,충청북도 청주시,복대초등학교,-1.912934221843929,-1.417344724306993,-6.0,13.0,-6.852428680066695
138,충청북도 청주시,강서초등학교,-0.0080275731887884,0.014517037435454393,-6.0,14.0,-6.611210975932992
164,충청북도 청주시,봉명초등학교,-0.03400993027770254,0.04105643002618666,-6.0,14.0,-6.61119195931229
214,충청북도 청주시,직지초등학교,0.0249338870823942,0.008323013673468022,-6.0,14.0,-6.606532914046937
203,충청북도 청주시,우암초등학교,0.0752362561702294,0.010946261060555483,-6.0,14.0,-6.597326947820515
231,충청북도 청주시,흥덕초등학교,0.13134186190723293,0.042495282726003995,-6.0,14.0,-6.582160071597538
200,충청북도 청주시,용성초등학교,0.17566171456100507,0.021844142916949666,-6.0,14.0,-6.577978991839755
222,충청북도 청주시,청주내덕초등학교,-0.03808684504936893,-0.0017020360320005104,-6.0,13.0,-6.283754793313155
204,충청북도 청주시,운동초등학교,-1.6684522193570686,-0.2317193590997789,-6.0,12.0,-6.271482928592219
213,충청북도 청주시,증안초등학교,0.06812712449677431,0.015967700624055364,-6.0,13.0,-6.262240130027775
198,충청북도 청주시,용담초등학교,0.1147325016548314,0.021406264485429132,-6.0,13.0,-6.253195921838648
154,충청북도 청주시,동주초등학교,0.0219629147576669,-0.010552976921503148,-6.0,12.0,-5.939350728347616
153,충청북도 청주시,덕성초등학교,0.0442617316111292,-0.029168871869908575,-6.0,12.0,-5.938654896987199
178,충청북도 청주시,샛별초등학교,0.06919538109355626,0.006351187935694978,-6.0,12.0,-5.928235016503233
177,충청북도 청주시,새터초등학교,0.06795362621280567,0.018328870655479997,-6.0,12.0,-5.9264012119616165
165,충청북도 청주시,봉정초등학교,0.09791948859586334,0.02601984720243911,-6.0,12.0,-5.919868230080917
211,충청북도 청주시,죽림초등학교,0.08691539070706196,0.04293074450192672,-6.0,12.0,-5.918889605618832
255,충청북도 충주시,충주교현초등학교,0.05090128876984885,-0.01294881547219529,-4.48,13.0,-5.784855035448016
261,충청북도 충주시,충주삼원초등학교,0.06616045412502748,0.015733472876330017,-4.48,13.0,-5.777289641995157
150,충청북도 청주시,단재초등학교,-0.08632543516601487,0.003541794032677623,-6.0,11.0,-5.620325017059992
174,충청북도 청주시,산성초등학교,0.016224512391773225,0.0015019212319779013,-6.0,11.0,-5.602821509024574
172,충청북도 청주시,사천초등학교,0.0044545603650800545,0.019283647992489255,-6.0,11.0,-5.601827167655646
208,충청북도 청주시,율량초등학교,0.03738367744231219,-0.002313274729657372,-6.0,11.0,-5.599790939579251
175,충청북도 청주시,상당초등학교,0.15825099506208112,0.03767521525301563,-6.0,11.0,-5.571905465695224
263,충청북도 충주시,충주예성초등학교,0.06302046140050542,0.008851063829787233,-4.48,12.0,-5.443549189430042
201,충청북도 청주시,용아초등학교,-0.28055291994567544,-0.09903502237192931,-6.0,10.0,-5.336228528339603
187,충청북도 청주시,솔밭초등학교,-0.005582240354536895,-0.007962174600141207,-6.0,10.0,-5.272772555409656
163,충청북도 청주시,봉덕초등학교,0.0482566591771535,0.008692744632493157,-6.0,10.0,-5.260549406536999
233,충청북도 충주시,국원초등학교,0.019225524675514975,0.0014650563758826568,-4.48,11.0,-5.1169724324712655
93,충청북도 제천시,남천초등학교,0.043720857191176826,-0.03348400894332653,-4.02,11.0,-4.971812558507143
210,충청북도 청주시,주중초등학교,0.04107594392939829,0.010544693766298824,-6.0,9.0,-4.926017508221131
265,충청북도 충주시,충주중앙초등학교,0.014601655448332829,0.02100745884131608,-4.48,10.0,-4.778967702247913
259,충청북도 충주시,충주대림초등학교,0.06042527285205109,-0.017370296965099872,-4.48,10.0,-4.777558743325095
262,충청북도 충주시,충주성남초등학교,0.08289944612850714,0.0013559542519751937,-4.48,10.0,-4.770441283331552
212,충청북도 청주시,중앙초등학교,0.023092075935492198,0.006391733373532344,-6.0,8.0,-4.594394039517619
256,충청북도 충주시,충주금릉초등학교,0.02375584823466048,0.01725830821608423,-4.48,9.0,-4.442550732920079
268,충청북도 충주시,탄금초등학교,0.06131130824808431,0.00310861845668213,-4.48,9.0,-4.438434525288805
250,충청북도 충주시,연수초등학교,0.0967280797693814,0.007855344706408536,-4.48,9.0,-4.43145651785766
267,충청북도 충주시,칠금초등학교,0.10744657797817447,0.032160387307065476,-4.48,9.0,-4.425430761165244
105,충청북도 제천시,의림초등학교,0.09535890077102227,0.006251052076052382,-4.02,9.0,-4.285092372338213
221,충청북도 청주시,청주내곡초등학교,-0.10857127372005955,0.014767937942666823,-6.0,7.0,-4.280416347742712
257,충청북도 충주시,충주남산초등학교,0.06043722579999525,-0.023636695801088518,-4.48,8.0,-4.107699139287063
264,충청북도 충주시,충주용산초등학교,0.06887374530686402,-0.005292274052108549,-4.48,8.0,-4.103090804990442
113,충청북도 제천시,화산초등학교,0.04301027249363424,0.015729890067895245,-4.02,8.0,-3.9571182883377203
92,충청북도 제천시,남당초등학교,0.06251346282991853,0.012320974820974823,-4.02,8.0,-3.954306468003642
94,충청북도 제천시,내토초등학교,0.11563362195426868,0.028236724087346496,-4.02,8.0,-3.942334951427958
102,충청북도 제천시,신백초등학교,0.08393041298720812,0.003504227898945434,-4.02,7.0,-3.61662202789957
192,충청북도 청주시,양청초등학교,0.08640979587049842,0.03106219545743719,-6.0,5.0,-3.572753866551227
258,충청북도 충주시,충주남한강초등학교,-0.1002957849688374,-0.02218045018545964,-4.48,6.0,-3.4645014446327185
95,충청북도 제천시,동명초등학교,-0.007840272745421796,0.006372431959301769,-4.02,6.0,-3.2966422277419096
179,충청북도 청주시,생명초등학교,-0.1808140291514836,-0.015515026069424821,-6.0,4.0,-3.2917807851733705
104,충청북도 제천시,용두초등학교,0.05010400479150479,0.01105416653361859,-4.02,6.0,-3.2857535934745092
108,충청북도 제천시,제천중앙초등학교,0.06013017833158634,0.014934092352422858,-4.02,6.0,-3.2833441165502326
167,충청북도 청주시,북일초등학교,-0.018759018759018753,-0.022751322751322748,-6.0,4.0,-3.2648075751194954
135,충청북도 청주시,각리초등학교,0.06611111468627194,0.013837289653859303,-6.0,4.0,-3.2437706381744684
169,충청북도 청주시,비봉초등학교,0.08011430503789486,0.009433478753726663,-6.0,4.0,-3.2420865735703046
219,충청북도 청주시,청원초등학교,0.08054550627823086,0.02307248396494696,-6.0,4.0,-3.2396771937703672
125,충청북도 진천군,옥동초등학교,-0.0369876548261022,-0.01906593811582982,-6.12,3.0,-2.9702009451836906
97,충청북도 제천시,명지초등학교,-0.024902156928408515,0.01186498148760952,-4.02,5.0,-2.963207426252816
106,충청북도 제천시,장락초등학교,0.02483182543624451,0.0034280171842879675,-4.02,5.0,-2.9559933620327143
129,충청북도 진천군,진천상신초등학교,-0.138557122371585,-0.0014733059926133475,-6.12,2.0,-2.6494069042795996
194,충청북도 청주시,오송초등학교,-0.10710535054219779,-0.07889225682006062,-6.0,2.0,-2.61886603367636
216,충청북도 청주시,창리초등학교,-0.09086746378005593,0.04279566531681753,-6.0,2.0,-2.595212360552388
156,충청북도 청주시,만수초등학교,0.02707378467104285,0.007526938659675888,-6.0,2.0,-2.5807165363602236
149,충청북도 청주시,내수초등학교,0.06411602684789038,0.022245071755941325,-6.0,2.0,-2.5717489508999236
74,충청북도 음성군,동성초등학교,-0.031093174376895582,-0.0011192123326126606,-4.28,3.0,-2.37859490721367
117,충청북도 증평군,증평초등학교,0.030376262902424133,-0.001138864644015995,-6.22,1.0,-2.3164053180324995
115,충청북도 증평군,삼보초등학교,0.0357255540329366,0.01750760154036397,-6.22,1.0,-2.3122827357905438
127,충청북도 진천군,진천삼수초등학교,0.020435619534957403,-0.0019282988145491854,-6.12,1.0,-2.2863411689601025
96,충청북도 제천시,두학초등학교,0.06042224204579245,0.005555555555555554,-4.02,3.0,-2.2785033825609746
128,충청북도 진천군,진천상산초등학교,0.058260817743995046,0.006862551463490431,-6.12,1.0,-2.2782517342316266
132,충청북도 진천군,한천초등학교,0.05397065613297081,0.024830570958195724,-6.12,1.0,-2.27592337322431
224,충청북도 청주시,청주소로초등학교,-0.11737414251380733,0.04225998939284755,-6.0,1.0,-2.2644535064349816
126,충청북도 진천군,이월초등학교,0.11350760039527978,0.03502772605762639,-6.12,1.0,-2.263813512896544
195,충청북도 청주시,오창초등학교,-0.04076725181598063,-0.02362786152987158,-6.0,1.0,-2.262393921691892
119,충청북도 진천군,금구초등학교,0.06993738632156711,0.11392475399567598,-6.12,1.0,-2.2578953173315908
159,충청북도 청주시,문의초등학교도원분교장,-0.046076146076146074,0.047077474496829336,-6.0,1.0,-2.251216927132229
196,충청북도 청주시,옥산초등학교,0.06702866989443158,-0.02582730659653737,-6.0,1.0,-2.2440044675373323
230,충청북도 청주시,현도초등학교,0.020833333333333332,0.03333333333333333,-6.0,1.0,-2.2419211512748465
151,충청북도 청주시,대길초등학교,-0.011805710048201709,0.10341861327400816,-6.0,1.0,-2.235608107975377
189,충청북도 청주시,수성초등학교,0.05274512875852196,0.03798816177094961,-6.0,1.0,-2.2355690435656412
158,충청북도 청주시,문의초등학교,0.11484341484341483,-0.013202858030444237,-6.0,1.0,-2.2335198610893965
146,충청북도 청주시,남일초등학교,0.07171746352737253,0.05246208291203236,-6.0,1.0,-2.2297889942833224
191,충청북도 청주시,신송초등학교,0.10551528574784387,0.0386002886002886,-6.0,1.0,-2.2262776699927
197,충청북도 청주시,옥포초등학교,0.15903092006033184,0.13012820512820514,-6.0,1.0,-2.201296297979848
242,충청북도 충주시,목행초등학교,0.0761450184967164,0.02443186580078906,-4.48,2.0,-2.08394764001119
89,충청북도 음성군,평곡초등학교,-0.1243156358689093,-0.05470494417862839,-4.28,2.0,-2.068529923177592
71,충청북도 음성군,남신초등학교,0.042357845698362935,0.02345508505061925,-4.28,2.0,-2.0261371312735497
114,충청북도 증평군,도안초등학교,-0.1900130492948362,-0.005399978626155012,-6.22,0.0,-2.020036554183005
81,충청북도 음성군,수봉초등학교,0.0987169868180594,0.025454900628880558,-4.28,2.0,-2.0159834588800107
130,충청북도 진천군,초평초등학교,-0.14377191304902148,0.015913654618473896,-6.12,0.0,-1.9764089412936976
116,충청북도 증평군,죽리초등학교,-0.018497192188416733,0.19578465063001146,-6.22,0.0,-1.9557451294759955
111,충청북도 제천시,홍광초등학교,-0.0061282053583667185,0.0005770139716030478,-4.02,2.0,-1.9554760311089738
121,충청북도 진천군,문백초등학교,-0.006328674794330458,0.02185792349726776,-6.12,0.0,-1.9514644740863853
120,충청북도 진천군,만승초등학교,0.02860012329820058,0.002791673415435936,-6.12,0.0,-1.9486470030186966
123,충청북도 진천군,백곡초등학교,0.049527003783969736,0.03763804372323642,-6.12,0.0,-1.9390399515092283
122,충청북도 진천군,문상초등학교,0.06797926959217282,0.02837934708902451,-6.12,0.0,-1.9374122726593597
131,충청북도 진천군,학성초등학교,0.05777310924369747,0.05316377758833002,-6.12,0.0,-1.9349471837621566
118,충청북도 진천군,구정초등학교,0.07324578362056268,0.0417196485310872,-6.12,0.0,-1.9342122499527215
229,충청북도 청주시,행정초등학교,-0.08146367521367522,-0.024786324786324785,-6.0,0.0,-1.934211910240744
124,충청북도 진천군,성암초등학교,0.08562555456965394,0.06325891108499804,-6.12,0.0,-1.9283706496996518
137,충청북도 청주시,강내초등학교,-0.005496415725509167,-0.004694835680751174,-6.0,0.0,-1.9175483291428201
170,충청북도 청주시,비상초등학교,-0.005026428367797439,-6.890237652909063e-05,-6.0,0.0,-1.9166747827466903
148,충청북도 청주시,낭성초등학교,0.009677717942869231,-0.012079378774805865,-6.0,0.0,-1.9161705700677387
199,충청북도 청주시,용담초등학교현양원분교장,-0.018518518518518517,0.017543859649122806,-6.0,0.0,-1.9160091618419117
134,충청북도 청주시,가덕초등학교,0.022255834961450394,-0.00575880758807588,-6.0,0.0,-1.9128991164843572
160,충청북도 청주시,미원초등학교,0.01095467426736777,0.03493619670090258,-6.0,0.0,-1.9079015613908783
190,충청북도 청주시,수성초등학교구성분교장,0.007936507936507936,0.041666666666666664,-6.0,0.0,-1.9072750668020348
176,충청북도 청주시,상봉초등학교,0.010011123470522803,0.05524657026325547,-6.0,0.0,-1.9045897048611398
226,충청북도 청주시,한국교원대학교부설월곡초등학교,0.057903488133065444,0.006550337029789084,-6.0,0.0,-1.904586609027989
155,충청북도 청주시,동화초등학교,0.03531893004115226,0.054585289514866984,-6.0,0.0,-1.9002971180858579
136,충청북도 청주시,갈원초등학교,0.05456495399024134,0.04785646452313119,-6.0,0.0,-1.8980982690561077
185,충청북도 청주시,석성초등학교,0.02628384687208217,0.08553791887125221,-6.0,0.0,-1.8965724735770275
182,충청북도 청주시,서촌초등학교,0.025719015517172605,0.08711648158774092,-6.0,0.0,-1.8964006327651952
145,충청북도 청주시,남이초등학교,0.09009682564449299,0.04689414739323996,-6.0,0.0,-1.8920773258724457
166,충청북도 청주시,북이초등학교,0.17570546737213402,-0.021957671957671957,-6.0,0.0,-1.888957934257428
60,충청북도 옥천군,삼양초등학교,0.008202774620820358,0.009244458935168884,-2.76,3.0,-1.8846472974195039
64,충청북도 옥천군,장야초등학교,0.06672795074824983,-0.01405791392394143,-2.76,3.0,-1.878447010899966
161,충청북도 청주시,미원초등학교금관분교장,0.125,0.2638888888888889,-6.0,0.0,-1.84886252104502
239,충청북도 충주시,대미초등학교,-0.07151599930057702,-0.043076441102756886,-4.48,1.0,-1.7857425572144214
236,충청북도 충주시,단월초등학교,-0.0783143489954121,-0.0346907134947002,-4.48,1.0,-1.7854908470775872
240,충청북도 충주시,덕신초등학교,-0.03255046706179903,0.047853014670938665,-4.48,1.0,-1.7633965979862427
234,충청북도 충주시,금가초등학교,-0.021955513527249986,0.0418102362273134,-4.48,1.0,-1.7625863727300282
237,충청북도 충주시,달천초등학교,0.06971685683744748,0.0349802371541502,-4.48,1.0,-1.7477963407230037
254,충청북도 충주시,주덕초등학교,0.07097209328159838,0.03525222432868907,-4.48,1.0,-1.747531269587578
251,충청북도 충주시,오석초등학교,0.12734254992319508,-0.004915514592933948,-4.48,1.0,-1.7445925963666542
76,충청북도 음성군,무극초등학교,0.040615339318915,-0.004799052646813368,-4.28,1.0,-1.6958111616003089
75,충청북도 음성군,맹동초등학교,0.007174688057040998,0.03409090909090909,-4.28,1.0,-1.6949767408331824
85,충청북도 음성군,용천초등학교,0.09167204878948652,0.0255558904014961,-4.28,1.0,-1.6817275998569488
49,충청북도 영동군,영동초등학교,0.00791033146457376,-0.002448144608213022,-3.14,2.0,-1.6725676238934581
51,충청북도 영동군,이수초등학교,0.04867671226468905,-0.0005671181794519783,-3.14,2.0,-1.665148782020112
44,충청북도 영동군,부용초등학교,0.08925336579569004,0.037190857465688704,-3.14,2.0,-1.6516226360901622
56,충청북도 옥천군,군남초등학교,0.07486924352595993,-0.014654292639367269,-2.76,2.0,-1.541666778162961
65,충청북도 옥천군,죽향초등학교,0.07578272240823675,0.020468347025040582,-2.76,2.0,-1.5354965199895627
252,충청북도 충주시,용원초등학교,-0.290448343079922,-0.03604288499025341,-4.48,0.0,-1.4871870731590706
232,충청북도 충주시,가흥초등학교,-0.2000854700854701,-0.027777777777777776,-4.48,0.0,-1.4700414832500615
260,충청북도 충주시,충주대소원초등학교,-0.10567487268880155,-0.05389572599483961,-4.48,0.0,-1.4580758898878223
241,충청북도 충주시,동량초등학교,-0.10749941273197088,-0.03718216649251132,-4.48,0.0,-1.455532996350778
244,충청북도 충주시,세성초등학교,-0.06073153899240855,-0.034492753623188405,-4.48,0.0,-1.4469310162666225
266,충청북도 충주시,충주중앙탑초등학교,-0.06656483374334453,-0.02117365826722552,-4.48,0.0,-1.4456669574627785
235,충청북도 충주시,노은초등학교,-0.07191453579482476,0.09789067142008319,-4.48,0.0,-1.426220434303235
248,충청북도 충주시,앙성초등학교,0.06672312556458898,0.03088041136821625,-4.48,0.0,-1.4135541873089952
243,충청북도 충주시,산척초등학교,0.042510121457489884,0.06371406371406373,-4.48,0.0,-1.4121498876261516
246,충청북도 충주시,수안보초등학교,0.05687830687830688,0.06613756613756613,-4.48,0.0,-1.4092337886597266
249,충청북도 충주시,엄정초등학교,0.09681522181522183,0.03779972982100641,-4.48,0.0,-1.4071312988677849
247,충청북도 충주시,수회초등학교,0.11204130397678785,0.052270011947431305,-4.48,0.0,-1.40200404697983
245,충청북도 충주시,소태초등학교,0.11864357864357865,0.06277056277056277,-4.48,0.0,-1.399057508248231
238,충청북도 충주시,달천초등학교매현분교장,0.11415882383624319,0.08964878857351977,-4.48,0.0,-1.3952380432811435
83,충청북도 음성군,오갑초등학교,-0.033351370851370854,-0.04204877724614567,-4.28,0.0,-1.3795980934030712
70,충청북도 음성군,감곡초등학교,-0.02607365827717882,0.013798253565745261,-4.28,0.0,-1.3687729280238716
86,충청북도 음성군,원남초등학교,-0.0256713182284295,0.023479996235965837,-4.28,0.0,-1.367045857330783
82,충청북도 음성군,쌍봉초등학교,-0.0007351843558740107,0.012434691745036572,-4.28,0.0,-1.3645951977298612
73,충청북도 음성군,대소초등학교,0.00863089771635891,0.008323048640937226,-4.28,0.0,-1.3636683897976376
78,충청북도 음성군,삼성초등학교,0.05351907872778719,0.0060989820537886786,-4.28,0.0,-1.356234581221993
90,충청북도 음성군,하당초등학교,0.07118796317089603,0.00028264556246466896,-4.28,0.0,-1.3541541197360802
79,충청북도 음성군,생극초등학교,0.04321591237709659,0.036405636405636405,-4.28,0.0,-1.352841252248078
80,충청북도 음성군,소이초등학교,0.1259259259259259,-0.026080246913580244,-4.28,0.0,-1.3491369458981886
84,충청북도 음성군,오선초등학교,0.11494443654068069,0.03822808584713346,-4.28,0.0,-1.3400423233776937
77,충청북도 음성군,부윤초등학교,0.09337010580651056,0.07942532581150041,-4.28,0.0,-1.3367472380148377
100,충청북도 제천시,송학초등학교,-0.2754309609148319,-0.017207370277545715,-4.02,0.0,-1.3344719681033281
110,충청북도 제천시,한송초등학교,-0.19444444444444442,-0.06666666666666667,-4.02,0.0,-1.328838202596545
52,충청북도 영동군,초강초등학교,0.07648148148148148,-0.013015873015873014,-3.14,1.0,-1.326973921940502
88,충청북도 음성군,청룡초등학교,0.148897885739991,0.09548229548229548,-4.28,0.0,-1.324332415659671
87,충청북도 음성군,원당초등학교,0.18987720874513325,0.057093638488987325,-4.28,0.0,-1.323768652057141
46,충청북도 영동군,심천초등학교,0.0924775707384403,0.0,-3.14,1.0,-1.3219615435304881
109,충청북도 제천시,청풍초등학교,-0.11700854700854701,-0.02457264957264958,-4.02,0.0,-1.3081532219028544
103,충청북도 제천시,왕미초등학교,-0.029524020523166734,0.01903027416335401,-4.02,0.0,-1.2854606545567457
4,충청북도 괴산군,문광초등학교,-0.05403195088615536,0.005847953216374269,-1.88,2.0,-1.2796156357839066
98,충청북도 제천시,백운초등학교,0.0767195767195767,0.00834736251402918,-4.02,0.0,-1.268793383919602
112,충청북도 제천시,화당초등학교,0.038229143737618314,0.05511837503362926,-4.02,0.0,-1.2674892250802137
99,충청북도 제천시,봉양초등학교,0.0775893378607224,0.022429830520398448,-4.02,0.0,-1.266231757885876
107,충청북도 제천시,제천덕산초등학교,0.08568033273915626,0.034080298786181136,-4.02,0.0,-1.2628292438855282
91,충청북도 제천시,금성초등학교,0.12565308254963428,0.010101010101010102,-4.02,0.0,-1.2599745510899505
2,충청북도 괴산군,동인초등학교,0.07763023222609573,-0.0035711152057559003,-1.88,2.0,-1.2583070085068884
1,충청북도 괴산군,괴산명덕초등학교,0.12145046342454119,0.04092229484386347,-1.88,2.0,-1.2430634289278073
101,충청북도 제천시,수산초등학교,0.26746031746031745,0.07474747474747474,-4.02,0.0,-1.2242234981631912
30,충청북도 보은군,보은삼산초등학교,-0.026305418047263985,0.015276811802213222,-2.64,1.0,-1.1803765203030876
29,충청북도 보은군,동광초등학교,0.05865719053930606,0.0026886129071819337,-2.64,1.0,-1.167740086670277
21,충청북도 단양군,대강초등학교,-0.03097273097273097,0.007347428400059979,-2.24,1.0,-1.0548269552760496
18,충청북도 단양군,단양초등학교,-0.011076479728841923,-0.011253119368020386,-2.24,1.0,-1.0545467531368198
19,충청북도 단양군,단천초등학교,0.03845598845598846,0.01786684044748561,-2.24,1.0,-1.0409399094201353
23,충청북도 단양군,상진초등학교,0.09635878954395292,-0.015180623219045869,-2.24,1.0,-1.0365158408880562
53,충청북도 영동군,추풍령초등학교,0.014451838408281237,-0.05329153605015674,-3.14,0.0,-1.0092006521096841
43,충청북도 영동군,매곡초등학교,0.005048854019105736,-0.02551487414187643,-3.14,0.0,-1.006083620723591
45,충청북도 영동군,상촌초등학교,0.02704222268660875,0.03651019440493125,-3.14,0.0,-0.9916392781702766
42,충청북도 영동군,구룡초등학교,0.040594266582967144,0.025641025641025644,-3.14,0.0,-0.991140297171612
55,충청북도 영동군,황간초등학교,0.09296360820751065,-0.014084422108128514,-3.14,0.0,-0.9888224687569459
47,충청북도 영동군,양강초등학교,0.08412698412698412,0.042559523809523804,-3.14,0.0,-0.9806662110429659
54,충청북도 영동군,학산초등학교,0.12169117647058823,0.021536855482933912,-3.14,0.0,-0.9777247922202289
48,충청북도 영동군,양산초등학교,0.10566448801742918,0.04747639796659405,-3.14,0.0,-0.9760752854869211
50,충청북도 영동군,용화초등학교,0.18435525826830176,0.011148272017837238,-3.14,0.0,-0.9685937826181922
69,충청북도 옥천군,청성초등학교,-0.08288770053475936,-0.1263475087004499,-2.76,0.0,-0.9173164976148247
59,충청북도 옥천군,동이초등학교우산분교장,-0.10952380952380951,-0.016666666666666666,-2.76,0.0,-0.9031816473130545
58,충청북도 옥천군,동이초등학교,-0.04969191015702643,-0.05117604187371629,-2.76,0.0,-0.8986719533749586
67,충청북도 옥천군,증약초등학교대정분교장,-0.007936507936507936,0.0,-2.76,0.0,-0.8826441028781213
62,충청북도 옥천군,안내초등학교,0.03812636165577342,-0.007965686274509803,-2.76,0.0,-0.8759884732068045
28,충청북도 보은군,내북초등학교,-0.07401656314699794,-0.037532515793385346,-2.64,0.0,-0.8622557177836371
33,충청북도 보은군,속리초등학교,-0.08628275390815658,-0.0012864493996569473,-2.64,0.0,-0.8581875969478221
61,충청북도 옥천군,안남초등학교,0.06741702741702742,0.08507575757575757,-2.76,0.0,-0.8549653179029923
66,충청북도 옥천군,증약초등학교,0.1282211383646317,0.03592940788388587,-2.76,0.0,-0.852791489829172
57,충청북도 옥천군,군서초등학교,0.09018759018759019,0.08754208754208755,-2.76,0.0,-0.8505791427748367
63,충청북도 옥천군,이원초등학교,0.11244249021796231,0.0662705925001007,-2.76,0.0,-0.8503454622295642
36,충청북도 보은군,종곡초등학교,-0.015377282043948698,-0.0033857386798563233,-2.64,0.0,-0.8462031557850499
68,충청북도 옥천군,청산초등학교,0.25388744307091743,-0.04242424242424242,-2.76,0.0,-0.8443248089436652
37,충청북도 보은군,탄부초등학교,0.0005941770647653055,-0.008558979147214449,-2.64,0.0,-0.8443081285363838
38,충청북도 보은군,판동초등학교,0.022131887985546522,0.009259259259259259,-2.64,0.0,-0.8375091008625233
41,충청북도 보은군,회인초등학교,0.060027572691641606,-0.015179879823029945,-2.64,0.0,-0.8350947017972968
35,충청북도 보은군,수한초등학교,0.04559386973180077,0.013203654582964928,-2.64,0.0,-0.8327495879406851
27,충청북도 보은군,관기초등학교,0.07738704613704614,0.024828021595262973,-2.64,0.0,-0.8252252950604294
32,충청북도 보은군,세중초등학교,0.10932903918411165,0.040457665903890154,-2.64,0.0,-0.8169895926500572
34,충청북도 보은군,수정초등학교,0.1530746384926238,0.019541564707671464,-2.64,0.0,-0.8129538311335177
40,충청북도 보은군,회남초등학교,0.0893939393939394,0.09444444444444444,-2.64,0.0,-0.8112202110500926
31,충청북도 보은군,산외초등학교,0.18894927536231884,0.061111111111111116,-2.64,0.0,-0.7995938964348687
17,충청북도 단양군,가평초등학교,-0.23529589371980678,-0.12010869565217391,-2.24,0.0,-0.7767460835796342
14,충청북도 단양군,가곡초등학교,0.004214559386973164,-0.3547504025764896,-2.24,0.0,-0.775209266794908
10,충청북도 괴산군,장연초등학교,-0.9349801959558056,0.002513475684207391,-1.88,0.0,-0.76261811657606
