,지역,학교명,S_i(2025),T_i (2025),B_i(2025),D_i(2025)
111,충청북도 제천시,홍광초등학교,-0.0061282053583667185,0.0005770139716030478,-4.02,2.0
112,충청북도 제천시,화당초등학교,0.038229143737618314,0.05511837503362926,-4.02,0.0
113,충청북도 제천시,화산초등학교,0.04301027249363424,0.015729890067895245,-4.02,8.0
114,충청북도 증평군,도안초등학교,-0.1900130492948362,-0.005399978626155012,-6.22,0.0
115,충청북도 증평군,삼보초등학교,0.0357255540329366,0.01750760154036397,-6.22,1.0
116,충청북도 증평군,죽리초등학교,-0.018497192188416733,0.19578465063001146,-6.22,0.0
117,충청북도 증평군,증평초등학교,0.030376262902424133,-0.001138864644015995,-6.22,1.0
118,충청북도 진천군,구정초등학교,0.07324578362056268,0.0417196485310872,-6.12,0.0
119,충청북도 진천군,금구초등학교,0.06993738632156711,0.11392475399567598,-6.12,1.0
120,충청북도 진천군,만승초등학교,0.02860012329820058,0.002791673415435936,-6.12,0.0
121,충청북도 진천군,문백초등학교,-0.006328674794330458,0.02185792349726776,-6.12,0.0
122,충청북도 진천군,문상초등학교,0.06797926959217282,0.02837934708902451,-6.12,0.0
123,충청북도 진천군,백곡초등학교,0.049527003783969736,0.03763804372323642,-6.12,0.0
124,충청북도 진천군,성암초등학교,0.08562555456965394,0.06325891108499804,-6.12,0.0
125,충청북도 진천군,옥동초등학교,-0.0369876548261022,-0.01906593811582982,-6.12,3.0
126,충청북도 진천군,이월초등학교,0.11350760039527978,0.03502772605762639,-6.12,1.0
127,충청북도 진천군,진천삼수초등학교,0.020435619534957403,-0.0019282988145491854,-6.12,1.0
128,충청북도 진천군,진천상산초등학교,0.058260817743995046,0.006862551463490431,-6.12,1.0
129,충청북도 진천군,진천상신초등학교,-0.138557122371585,-0.0014733059926133475,-6.12,2.0
130,충청북도 진천군,초평초등학교,-0.14377191304902148,0.015913654618473896,-6.12,0.0
131,충청북도 진천군,학성초등학교,0.05777310924369747,0.05316377758833002,-6.12,0.0
132,충청북도 진천군,한천초등학교,0.05397065613297081,0.024830570958195724,-6.12,1.0
133,충청북도 청주시,가경초등학교,-0.11287493153599425,-0.09239807307379737,-6.0,18.0
134,충청북도 청주시,가덕초등학교,0.022255834961450394,-0.00575880758807588,-6.0,0.0
135,충청북도 청주시,각리초등학교,0.06611111468627194,0.013837289653859303,-6.0,4.0
136,충청북도 청주시,갈원초등학교,0.05456495399024134,0.04785646452313119,-6.0,0.0
137,충청북도 청주시,강내초등학교,-0.005496415725509167,-0.004694835680751174,-6.0,0.0
138,충청북도 청주시,강서초등학교,-0.0080275731887884,0.014517037435454393,-6.0,14.0
139,충청북도 청주시,개신초등학교,0.08658697525143544,0.011978701938897794,-6.0,20.0
140,충청북도 청주시,경덕초등학교,0.11675002035958287,0.08705543496471811,-6.0,16.0
141,충청북도 청주시,경산초등학교,0.03665472816813054,0.037089733147519226,-6.0,18.0
142,충청북도 청주시,교동초등학교,-0.01870006751658128,-0.012630292324348966,-6.0,16.0
143,충청북도 청주시,금천초등학교,0.0004957645509606571,-0.004934020813246075,-6.0,18.0
144,충청북도 청주시,남성초등학교,0.054500973313348876,-0.004627096751635391,-6.0,15.0
145,충청북도 청주시,남이초등학교,0.09009682564449299,0.04689414739323996,-6.0,0.0
146,충청북도 청주시,남일초등학교,0.07171746352737253,0.05246208291203236,-6.0,1.0
147,충청북도 청주시,남평초등학교,0.07322651911731447,-0.002293096378857029,-6.0,18.0
148,충청북도 청주시,낭성초등학교,0.009677717942869231,-0.012079378774805865,-6.0,0.0
149,충청북도 청주시,내수초등학교,0.06411602684789038,0.022245071755941325,-6.0,2.0
150,충청북도 청주시,단재초등학교,-0.08632543516601487,0.003541794032677623,-6.0,11.0
151,충청북도 청주시,대길초등학교,-0.011805710048201709,0.10341861327400816,-6.0,1.0
152,충청북도 청주시,덕벌초등학교,-0.014500404398102608,-0.014184961733981344,-6.0,16.0
153,충청북도 청주시,덕성초등학교,0.0442617316111292,-0.029168871869908575,-6.0,12.0
154,충청북도 청주시,동주초등학교,0.0219629147576669,-0.010552976921503148,-6.0,12.0
155,충청북도 청주시,동화초등학교,0.03531893004115226,0.054585289514866984,-6.0,0.0
156,충청북도 청주시,만수초등학교,0.02707378467104285,0.007526938659675888,-6.0,2.0
157,충청북도 청주시,모충초등학교,-0.0648549390544923,-0.05847736399582291,-6.0,19.0
158,충청북도 청주시,문의초등학교,0.11484341484341483,-0.013202858030444237,-6.0,1.0
159,충청북도 청주시,문의초등학교도원분교장,-0.046076146076146074,0.047077474496829336,-6.0,1.0
160,충청북도 청주시,미원초등학교,0.01095467426736777,0.03493619670090258,-6.0,0.0
161,충청북도 청주시,미원초등학교금관분교장,0.125,0.2638888888888889,-6.0,0.0
162,충청북도 청주시,복대초등학교,-1.912934221843929,-1.417344724306993,-6.0,13.0
163,충청북도 청주시,봉덕초등학교,0.0482566591771535,0.008692744632493157,-6.0,10.0
164,충청북도 청주시,봉명초등학교,-0.03400993027770254,0.04105643002618666,-6.0,14.0
165,충청북도 청주시,봉정초등학교,0.09791948859586334,0.02601984720243911,-6.0,12.0
166,충청북도 청주시,북이초등학교,0.17570546737213402,-0.021957671957671957,-6.0,0.0
167,충청북도 청주시,북일초등학교,-0.018759018759018753,-0.022751322751322748,-6.0,4.0
168,충청북도 청주시,분평초등학교,0.04752493208463011,0.03766434211588419,-6.0,20.0
169,충청북도 청주시,비봉초등학교,0.08011430503789486,0.009433478753726663,-6.0,4.0
170,충청북도 청주시,비상초등학교,-0.005026428367797439,-6.890237652909063e-05,-6.0,0.0
171,충청북도 청주시,사직초등학교,0.004194281943879864,0.016982968369829685,-6.0,15.0
172,충청북도 청주시,사천초등학교,0.0044545603650800545,0.019283647992489255,-6.0,11.0
173,충청북도 청주시,산남초등학교,0.04587988219719349,-0.015269899433791853,-6.0,15.0
174,충청북도 청주시,산성초등학교,0.016224512391773225,0.0015019212319779013,-6.0,11.0
175,충청북도 청주시,상당초등학교,0.15825099506208112,0.03767521525301563,-6.0,11.0
176,충청북도 청주시,상봉초등학교,0.010011123470522803,0.05524657026325547,-6.0,0.0
177,충청북도 청주시,새터초등학교,0.06795362621280567,0.018328870655479997,-6.0,12.0
178,충청북도 청주시,샛별초등학교,0.06919538109355626,0.006351187935694978,-6.0,12.0
179,충청북도 청주시,생명초등학교,-0.1808140291514836,-0.015515026069424821,-6.0,4.0
180,충청북도 청주시,서경초등학교,0.07134178853283944,0.05029147762286958,-6.0,16.0
181,충청북도 청주시,서원초등학교,0.03347491964006912,-0.039793842522231705,-6.0,18.0
182,충청북도 청주시,서촌초등학교,0.025719015517172605,0.08711648158774092,-6.0,0.0
183,충청북도 청주시,서현초등학교,0.008480934473872987,-0.009172902690014266,-6.0,15.0
184,충청북도 청주시,석교초등학교,-0.12458144368858654,-0.12507408620940733,-6.0,21.0
185,충청북도 청주시,석성초등학교,0.02628384687208217,0.08553791887125221,-6.0,0.0
186,충청북도 청주시,성화초등학교,0.11230680005450595,0.025900899367981428,-6.0,16.0
187,충청북도 청주시,솔밭초등학교,-0.005582240354536895,-0.007962174600141207,-6.0,10.0
188,충청북도 청주시,수곡초등학교,-0.017685602776202795,-0.033558008403319385,-6.0,16.0
189,충청북도 청주시,수성초등학교,0.05274512875852196,0.03798816177094961,-6.0,1.0
190,충청북도 청주시,수성초등학교구성분교장,0.007936507936507936,0.041666666666666664,-6.0,0.0
191,충청북도 청주시,신송초등학교,0.10551528574784387,0.0386002886002886,-6.0,1.0
192,충청북도 청주시,양청초등학교,0.08640979587049842,0.03106219545743719,-6.0,5.0
193,충청북도 청주시,오송솔미초등학교,,,-6.0,2.0
194,충청북도 청주시,오송초등학교,-0.10710535054219779,-0.07889225682006062,-6.0,2.0
195,충청북도 청주시,오창초등학교,-0.04076725181598063,-0.02362786152987158,-6.0,1.0
196,충청북도 청주시,옥산초등학교,0.06702866989443158,-0.02582730659653737,-6.0,1.0
197,충청북도 청주시,옥포초등학교,0.15903092006033184,0.13012820512820514,-6.0,1.0
198,충청북도 청주시,용담초등학교,0.1147325016548314,0.021406264485429132,-6.0,13.0
199,충청북도 청주시,용담초등학교현양원분교장,-0.018518518518518517,0.017543859649122806,-6.0,0.0
200,충청북도 청주시,용성초등학교,0.17566171456100507,0.021844142916949666,-6.0,14.0
201,충청북도 청주시,용아초등학교,-0.28055291994567544,-0.09903502237192931,-6.0,10.0
202,충청북도 청주시,용암초등학교,0.11960004066160364,0.00618967280907156,-6.0,17.0
203,충청북도 청주시,우암초등학교,0.0752362561702294,0.010946261060555483,-6.0,14.0
204,충청북도 청주시,운동초등학교,-1.6684522193570686,-0.2317193590997789,-6.0,12.0
205,충청북도 청주시,운천초등학교,0.00427589848800296,-0.017771438354896623,-6.0,15.0
206,충청북도 청주시,원봉초등학교,0.07882628744604177,0.001141838765149709,-6.0,18.0
207,충청북도 청주시,원평초등학교,0.07700685431011726,0.019610770844845738,-6.0,19.0
208,충청북도 청주시,율량초등학교,0.03738367744231219,-0.002313274729657372,-6.0,11.0
209,충청북도 청주시,주성초등학교,-0.05520421607378129,-0.02062672885875029,-6.0,15.0
210,충청북도 청주시,주중초등학교,0.04107594392939829,0.010544693766298824,-6.0,9.0
211,충청북도 청주시,죽림초등학교,0.08691539070706196,0.04293074450192672,-6.0,12.0
212,충청북도 청주시,중앙초등학교,0.023092075935492198,0.006391733373532344,-6.0,8.0
213,충청북도 청주시,증안초등학교,0.06812712449677431,0.015967700624055364,-6.0,13.0
214,충청북도 청주시,직지초등학교,0.0249338870823942,0.008323013673468022,-6.0,14.0
215,충청북도 청주시,진흥초등학교,0.08317781495695438,0.02214251751900052,-6.0,15.0
216,충청북도 청주시,창리초등학교,-0.09086746378005593,0.04279566531681753,-6.0,2.0
217,충청북도 청주시,창신초등학교,0.05613036241226376,0.034061815321796064,-6.0,18.0
218,충청북도 청주시,청남초등학교,0.10164299248727542,0.008089984886734588,-6.0,22.0
219,충청북도 청주시,청원초등학교,0.08054550627823086,0.02307248396494696,-6.0,4.0
220,충청북도 청주시,청주교육대학교부설초등학교,0.03090811335050554,0.006705341879357296,-6.0,19.0
221,충청북도 청주시,청주내곡초등학교,-0.10857127372005955,0.014767937942666823,-6.0,7.0
222,충청북도 청주시,청주내덕초등학교,-0.03808684504936893,-0.0017020360320005104,-6.0,13.0
223,충청북도 청주시,청주대성초등학교,-0.02903075992048423,0.022006438991524657,-6.0,15.0
224,충청북도 청주시,청주소로초등학교,-0.11737414251380733,0.04225998939284755,-6.0,1.0
225,충청북도 청주시,풍광초등학교,0.01267843308650257,0.004521668996925989,-6.0,16.0
226,충청북도 청주시,한국교원대학교부설월곡초등학교,0.057903488133065444,0.006550337029789084,-6.0,0.0
227,충청북도 청주시,한벌초등학교,0.09530420798713483,0.05421303372522884,-6.0,17.0
228,충청북도 청주시,한솔초등학교,0.0658375606829215,0.02957133889337279,-6.0,17.0
229,충청북도 청주시,행정초등학교,-0.08146367521367522,-0.024786324786324785,-6.0,0.0
230,충청북도 청주시,현도초등학교,0.020833333333333332,0.03333333333333333,-6.0,1.0
231,충청북도 청주시,흥덕초등학교,0.13134186190723293,0.042495282726003995,-6.0,14.0
232,충청북도 충주시,가흥초등학교,-0.2000854700854701,-0.027777777777777776,-4.48,0.0
233,충청북도 충주시,국원초등학교,0.019225524675514975,0.0014650563758826568,-4.48,11.0
234,충청북도 충주시,금가초등학교,-0.021955513527249986,0.0418102362273134,-4.48,1.0
235,충청북도 충주시,노은초등학교,-0.07191453579482476,0.09789067142008319,-4.48,0.0
236,충청북도 충주시,단월초등학교,-0.0783143489954121,-0.0346907134947002,-4.48,1.0
237,충청북도 충주시,달천초등학교,0.06971685683744748,0.0349802371541502,-4.48,1.0
238,충청북도 충주시,달천초등학교매현분교장,0.11415882383624319,0.08964878857351977,-4.48,0.0
239,충청북도 충주시,대미초등학교,-0.07151599930057702,-0.043076441102756886,-4.48,1.0
240,충청북도 충주시,덕신초등학교,-0.03255046706179903,0.047853014670938665,-4.48,1.0
241,충청북도 충주시,동량초등학교,-0.10749941273197088,-0.03718216649251132,-4.48,0.0
242,충청북도 충주시,목행초등학교,0.0761450184967164,0.02443186580078906,-4.48,2.0
243,충청북도 충주시,산척초등학교,0.042510121457489884,0.06371406371406373,-4.48,0.0
244,충청북도 충주시,세성초등학교,-0.06073153899240855,-0.034492753623188405,-4.48,0.0
245,충청북도 충주시,소태초등학교,0.11864357864357865,0.06277056277056277,-4.48,0.0
246,충청북도 충주시,수안보초등학교,0.05687830687830688,0.06613756613756613,-4.48,0.0
247,충청북도 충주시,수회초등학교,0.11204130397678785,0.052270011947431305,-4.48,0.0
248,충청북도 충주시,앙성초등학교,0.06672312556458898,0.03088041136821625,-4.48,0.0
249,충청북도 충주시,엄정초등학교,0.09681522181522183,0.03779972982100641,-4.48,0.0
250,충청북도 충주시,연수초등학교,0.0967280797693814,0.007855344706408536,-4.48,9.0
251,충청북도 충주시,오석초등학교,0.12734254992319508,-0.004915514592933948,-4.48,1.0
252,충청북도 충주시,용원초등학교,-0.290448343079922,-0.03604288499025341,-4.48,0.0
253,충청북도 충주시,용원초등학교동락분교장,,0.16666666666666666,-4.48,0.0
254,충청북도 충주시,주덕초등학교,0.07097209328159838,0.03525222432868907,-4.48,1.0
255,충청북도 충주시,충주교현초등학교,0.05090128876984885,-0.01294881547219529,-4.48,13.0
256,충청북도 충주시,충주금릉초등학교,0.02375584823466048,0.01725830821608423,-4.48,9.0
257,충청북도 충주시,충주남산초등학교,0.06043722579999525,-0.023636695801088518,-4.48,8.0
258,충청북도 충주시,충주남한강초등학교,-0.1002957849688374,-0.02218045018545964,-4.48,6.0
259,충청북도 충주시,충주대림초등학교,0.06042527285205109,-0.017370296965099872,-4.48,10.0
260,충청북도 충주시,충주대소원초등학교,-0.10567487268880155,-0.05389572599483961,-4.48,0.0
261,충청북도 충주시,충주삼원초등학교,0.06616045412502748,0.015733472876330017,-4.48,13.0
262,충청북도 충주시,충주성남초등학교,0.08289944612850714,0.0013559542519751937,-4.48,10.0
263,충청북도 충주시,충주예성초등학교,0.06302046140050542,0.008851063829787233,-4.48,12.0
264,충청북도 충주시,충주용산초등학교,0.06887374530686402,-0.005292274052108549,-4.48,8.0
265,충청북도 충주시,충주중앙초등학교,0.014601655448332829,0.02100745884131608,-4.48,10.0
266,충청북도 충주시,충주중앙탑초등학교,-0.06656483374334453,-0.02117365826722552,-4.48,0.0
267,충청북도 충주시,칠금초등학교,0.10744657797817447,0.032160387307065476,-4.48,9.0
268,충청북도 충주시,탄금초등학교,0.06131130824808431,0.00310861845668213,-4.48,9.0
