,지역,학교명,S_i(2025),T_i (2025),B_i(2025),D_i(2025),X_i(2025)
227,충청북도 청주시,한벌초등학교,0.851894716173443,0.875284521129051,0.9493087557603688,0.03397612488521579,0.15672451193058567
228,충청북도 청주시,한솔초등학교,0.8393949647649823,0.8606276081108689,0.9493087557603688,0.03397612488521579,0.13286334056399132
229,충청북도 청주시,행정초등학교,0.7769097823871685,0.828295597108324,0.9493087557603688,0.0,0.020607375271149673
230,충청북도 청주시,현도초등학교,0.8203041721005836,0.8628652474314445,0.9493087557603688,0.0,0.015726681127982645
231,충청북도 청주시,흥덕초등학교,0.8671818885040719,0.8683147871746184,0.9493087557603688,0.0,0.14913232104121474
232,충청북도 충주시,가흥초등학교,0.7265904185241869,0.8265162768711046,0.5990783410138252,0.0,0.02006507592190889
233,충청북도 충주시,국원초등학교,0.8196221396885615,0.8439099537070515,0.5990783410138252,0.7272727272727273,0.6024945770065077
234,충청북도 충주시,금가초등학교,0.8021531438112027,0.8679073206016723,0.5990783410138252,0.09090909090909091,0.07646420824295011
235,충청북도 충주시,노은초등학교,0.7809605272061522,0.9012640384025766,0.5990783410138252,0.0,0.026030368763557483
236,충청북도 충주시,단월초등학교,0.7782457265285574,0.822404453467942,0.5990783410138252,0.0,0.024945770065075923
237,충청북도 충주시,달천초등학교,0.8410405621439702,0.8638448280250577,0.5990783410138252,0.0,0.02440347071583514
238,충청북도 충주시,달천초등학교매현분교장,0.8598928439747753,0.8963617554706429,0.5990783410138252,0.0,0.016268980477223426
239,충청북도 충주시,대미초등학교,0.7811295863818998,0.817416611479632,0.5990783410138252,0.09090909090909091,0.024945770065075923
240,충청북도 충주시,덕신초등학교,0.7976587646577549,0.871501573295763,0.5990783410138252,0.0,0.042841648590021694
241,충청북도 충주시,동량초등학교,0.7658654228658837,0.8209225338951617,0.5990783410138252,0.0,0.026030368763557483
242,충청북도 충주시,목행초등학교,0.8437673882373742,0.8575706426467928,0.5990783410138252,0.09090909090909091,0.20607375271149675
243,충청북도 충주시,산척초등학교,0.8294994653447895,0.8809357464639849,0.5990783410138252,0.0,0.01898047722342733
244,충청북도 충주시,세성초등학교,0.785704354306286,0.8225222002640791,0.5990783410138252,0.0,0.0254880694143167
245,충청북도 충주시,소태초등학교,0.8617952769065182,0.8803745508418562,0.5990783410138252,0.0,0.009761388286334056
246,충청북도 충주시,수안보초등학교,0.8355944494159906,0.8823772489443543,0.5990783410138252,0.0,0.01843817787418655
247,충청북도 충주시,수회초등학교,0.858994592077557,0.8741288091788812,0.5990783410138252,0.0,0.015726681127982645
248,충청북도 충주시,앙성초등학교,0.839770621376426,0.8614062461684051,0.5990783410138252,0.0,0.021691973969631236
249,충청북도 충주시,엄정초등학교,0.8525356882199349,0.865521866031392,0.5990783410138252,0.0,0.026030368763557483
250,충청북도 충주시,연수초등학교,0.8524987225652072,0.8477109057462975,0.5990783410138252,0.7272727272727273,0.07375271149674621
251,충청북도 충주시,오석초등학교,0.8654853804117446,0.8401147815675367,0.5990783410138252,0.0,0.016811279826464208
252,충청북도 충주시,용원초등학교,0.6882584889590798,0.8216001800552882,0.5990783410138252,0.0,0.021691973969631236
253,충청북도 충주시,용원초등학교동락분교장,,0.9421720922903681,0.5990783410138252,0.0,0.000542299349240781
254,충청북도 충주시,주덕초등학교,0.8415730334274774,0.8640066063599685,0.5990783410138252,0.0,0.028741865509761388
255,충청북도 충주시,충주교현초등학교,0.8330589984110536,0.835336563468512,0.5990783410138252,1.0,0.13774403470715835
256,충청북도 충주시,충주금릉초등학교,0.8215439028842377,0.8533038010083672,0.5990783410138252,0.6363636363636364,0.3535791757049892
257,충청북도 충주시,충주남산초등학교,0.8371041427769185,0.828979397965155,0.5990783410138252,0.45454545454545453,0.46258134490238617
258,충청북도 충주시,충주남한강초등학교,0.7689212016705995,0.8298455748035187,0.5990783410138252,0.36363636363636365,0.5911062906724512
259,충청북도 충주시,충주대림초등학교,0.8370990723365538,0.8327066603674791,0.5990783410138252,0.6363636363636364,0.12093275488069415
260,충청북도 충주시,충주대소원초등학교,0.7666393927287916,0.8109812863664752,0.5990783410138252,0.0,0.13232104121475055
261,충청북도 충주시,충주삼원초등학교,0.8395319361589818,0.8523968269104275,0.5990783410138252,0.8181818181818181,0.12906724511930584
262,충청북도 충주시,충주성남초등학교,0.8466326163521366,0.8438450596179426,0.5990783410138252,0.6363636363636364,0.2993492407809111
263,충청북도 충주시,충주예성초등학교,0.838199951285518,0.848303160811604,0.5990783410138252,0.9090909090909091,0.06887201735357919
264,충청북도 충주시,충주용산초등학교,0.8406829142435118,0.8398906845377025,0.5990783410138252,0.36363636363636365,0.3362255965292842
265,충청북도 충주시,충주중앙초등학교,0.817660694421704,0.8555338008107772,0.5990783410138252,0.7272727272727273,0.16973969631236444
266,충청북도 충주시,충주중앙탑초등학교,0.7832298707477663,0.8304444159820032,0.5990783410138252,0.0,0.5385032537960954
267,충청북도 충주시,칠금초등학교,0.8570455093678845,0.8621675775674462,0.5990783410138252,0.8181818181818181,0.210412147505423
268,충청북도 충주시,탄금초등학교,0.8374749285401855,0.8448875466292363,0.5990783410138252,0.7272727272727273,0.40672451193058573
