,지역,학교명,S_i(2025),T_i (2025),B_i(2025),D_i(2025),X_i(2025),SCR(2025),폐교위험등급
227,충청북도 청주시,한벌초등학교,0.4350437570100388,0.46503756804601687,0.9724369426843679,-0.47892097510168935,-0.05714336776534977,0.008127251522863428,정상
10,충청북도 괴산군,장연초등학교,-4.990165260283052,-0.03691016465671849,-1.8818784734876524,-0.6249001262617193,-0.7406694756273577,0.0007841890599972201,정상
171,충청북도 청주시,사직초등학교,-0.04471735598274648,0.10357322286361759,0.9724369426843679,-0.33294182394165944,-0.0815550144747072,-0.019457014911450327,정상
76,충청북도 음성군,무극초등학교,0.14706643510852654,-0.10790703881119372,-0.21917046406705784,0.09769667198042872,0.11373815920015222,-0.048881390225303786,정상
149,충청북도 청주시,내수초등학교,0.2708149276673303,0.1546626511680213,0.9724369426843679,-0.6249001262617193,-0.0001828587768491089,-0.06597892183243947,정상
184,충청북도 청주시,석교초등학교,-0.7228167479914115,-1.2756497175703996,0.9724369426843679,-0.6249001262617193,-0.14394033384306507,-0.07739661661182651,정상
133,충청북도 청주시,가경초등학교,-0.6611733075508511,-0.9584003767893781,0.9724369426843679,-0.04098352162159966,-0.06256817814520697,-0.08431519216114329,정상
218,충청북도 청주시,청남초등학교,0.4684221433053485,0.017231809794658503,0.9724369426843679,-0.6249001262617193,0.07033967616129456,-0.09515795715948505,정상
196,충청북도 청주시,옥산초등학교,0.2861521464583531,-0.3120690238012062,0.9724369426843679,-0.6249001262617193,0.04321562426200854,-0.09668731785665999,정상
242,충청북도 충주시,목행초등학교,0.3341564610462714,0.17589409596737954,-0.08061146328200819,-0.2343072623470447,0.18968550451815308,-0.1168793608867254,정상
152,충청북도 청주시,덕벌초등학교,-0.14315869948929763,-0.19903423533228962,0.9724369426843679,-0.47892097510168935,0.1056009436303664,-0.18331527680384405,정상
175,충청북도 청주시,상당초등학교,0.7665051239313416,0.30447293653813734,0.9724369426843679,-0.47892097510168935,0.2574956342663682,-0.18807663597036872,정상
85,충청북도 음성군,용천초등학교,0.4159177537861591,0.18680717958367132,-0.21917046406705784,0.8202934702225767,0.42295235085201294,-0.19072213186351156,정상
105,충청북도 제천시,의림초등학교,0.43533175494846377,-0.0006222723269372241,-0.3992971650876227,1.2601349995873623,0.5097493169297282,-0.20929651888211043,정상
153,충청북도 청주시,덕성초등학교,0.1662673860970112,-0.34451206927784284,0.9724369426843679,-0.33294182394165944,0.23037158236708213,-0.22808379349322142,정상
262,충청북도 충주시,충주성남초등학교,0.3697235156909947,-0.048148466887518275,-0.08061146328200819,2.1092499211410027,0.6562191971858728,-0.2750270091511046,정상
220,충청북도 청주시,청주교육대학교부설초등학교,0.09595071438600525,0.0037883985839812224,0.9724369426843679,-0.47892097510168935,0.2710576602160112,-0.27871468457804127,정상
157,충청북도 청주시,모충초등학교,-0.40831254869244676,-0.6290663619831275,0.9724369426843679,-0.47892097510168935,0.21138474603758192,-0.2944715905136336,정상
141,충청북도 청주시,경산초등학교,0.12621088954557788,0.2987885278791937,0.9724369426843679,-0.04098352162159966,0.3659918418635123,-0.31124910351611124,정상
168,충청북도 청주시,분평초등학교,0.18345054888810072,0.30436736993878344,0.9724369426843679,-0.33294182394165944,0.3985407041426555,-0.35214865528997075,정상
140,충청북도 청주시,경덕초등학교,0.547971812817651,0.7839023603832135,0.9724369426843679,-0.04098352162159966,0.49347488579015664,-0.3562500756684457,정상
192,충청북도 청주시,양청초등학교,0.3882081020840527,0.2402675464248388,0.9724369426843679,-0.6249001262617193,0.41210273009229853,-0.3611059325542935,정상
225,충청북도 청주시,풍광초등학교,-4.202836749575441e-05,-0.01741274304727102,0.9724369426843679,-0.1869626727816296,0.3985407041426555,-0.36248943246783993,정상
165,충청북도 청주시,봉정초등학교,0.44881514274287715,0.19131170676203857,0.9724369426843679,-0.47892097510168935,0.44465159237144175,-0.3665664022917896,정상
226,충청북도 청주시,한국교원대학교부설월곡초등학교,0.23810131875802054,0.002283466322530204,0.9724369426843679,-0.6249001262617193,0.43108956642179874,-0.3933588738005425,정상
207,충청북도 청주시,원평초등학교,0.3386946637099191,0.1290863905637816,0.9724369426843679,-0.1869626727816296,0.49889969617001384,-0.39711027343906885,정상
205,충청북도 청주시,운천초등학교,-0.04428758454347946,-0.23385510956164743,0.9724369426843679,-0.47892097510168935,0.42837716123187014,-0.4135329062114737,정상
49,충청북도 영동군,영동초등학교,-0.025149608192697712,-0.08508222164676513,-1.0089567685418401,1.4396621544301318,0.7782774307326599,-0.4211052152511161,정상
115,충청북도 증평군,삼보초등학교,0.12131810083830664,0.10866685306914822,1.1248518435479222,2.9880838649490205,0.8759240175700896,-0.45958072405844486,정상
206,충청북도 청주시,원봉초등학교,0.3482753241737711,-0.05022730058012581,0.9724369426843679,-0.33294182394165944,0.5748470414880147,-0.46459943526470965,정상
188,충청북도 청주시,수곡초등학교,-0.15993112358559938,-0.3871259177312516,0.9724369426843679,-0.47892097510168935,0.47991285984051363,-0.4660619048530107,정상
177,충청북도 청주시,새터초등학교,0.2910227252420762,0.11664050286213448,0.9724369426843679,-0.6249001262617193,0.5368733688290143,-0.4663461568278675,정상
164,충청북도 청주시,봉명초등학교,-0.24589077552582891,0.3373009364956523,0.9724369426843679,-0.6249001262617193,0.46635083389087056,-0.47788387571640834,정상
256,충청북도 충주시,충주금릉초등학교,0.058288751289160785,0.10624647998199618,-0.08061146328200819,2.1092499211410027,0.9274597161787331,-0.5158295701239699,정상
264,충청북도 충주시,충주용산초등학교,0.29586783246389275,-0.11269569417865227,-0.08061146328200819,0.9374713293969791,0.8406627501010178,-0.5159646431642375,정상
202,충청북도 청주시,용암초등학교,0.5629792765653481,-0.0012181997403115088,0.9724369426843679,-0.33294182394165944,0.7050424906045877,-0.5364815478151501,정상
223,충청북도 청주시,청주대성초등학교,-0.2196717627782427,0.15234578078099612,0.9724369426843679,-0.33294182394165944,0.6019710933873007,-0.5530961246234158,정상
208,충청북도 청주시,율량초등학교,0.13004934634479248,-0.08377277854287657,0.9724369426843679,-0.33294182394165944,0.675206033515373,-0.5660557966247058,정상
211,충청북도 청주시,죽림초등학교,0.39087043265600346,0.35549853696107886,0.9724369426843679,-0.47892097510168935,0.7050424906045877,-0.5688129411770738,정상
163,충청북도 청주시,봉덕초등학교,0.18730363295436736,0.02308396596798453,0.9724369426843679,-0.47892097510168935,0.7484409736434453,-0.6257898194204135,정상
189,충청북도 청주시,수성초등학교,0.21093874336999058,0.30751131444863206,0.9724369426843679,-0.6249001262617193,0.7565781892132311,-0.6407348499406804,정상
111,충청북도 제천시,홍광초등학교,-0.09907288245555437,-0.05571114870644987,-0.3992971650876227,0.6317899576376684,0.9518713628880905,-0.6552842131953398,정상
268,충청북도 충주시,탄금초등학교,0.2560460108707598,-0.031131961194300402,-0.08061146328200819,2.4998427850556775,1.193275424791736,-0.6602130513207564,정상
144,충청북도 청주시,남성초등학교,0.22018456294695032,-0.10623752992214346,0.9724369426843679,-0.47892097510168935,0.8623619916204466,-0.7072848713040545,정상
60,충청북도 옥천군,삼양초등학교,-0.02360967878850325,0.028440525169284043,-1.2722188700334345,2.4719432947760573,1.296346822009023,-0.7137268708776313,정상
120,충청북도 진천군,만승초등학교,0.08379744059512967,-0.03420916051423793,1.0555723431553976,-0.6249001262617193,0.832525534531232,-0.7171090852857158,정상
180,충청북도 청주시,서경초등학교,0.3088639045323316,0.4269634283660616,0.9724369426843679,-0.04098352162159966,0.9681457940276621,-0.7409462058408132,정상
215,충청북도 청주시,진흥초등학교,0.3711893333549772,0.1536669585806562,0.9724369426843679,-0.1869626727816296,1.0006946563068053,-0.7695571331842554,정상
186,충청북도 청주시,성화초등학교,0.5245749732919135,0.19015684977528136,0.9724369426843679,-0.33294182394165944,1.0142566822564483,-0.7730007079468577,정상
214,충청북도 청주시,직지초등학교,0.0644919966794506,0.019494271517493864,0.9724369426843679,-0.47892097510168935,0.9600085784578763,-0.7992029193842267,정상
73,충청북도 음성군,대소초등학교,-0.021355294203491307,0.01949461101443641,-0.21917046406705784,-0.6249001262617193,1.0196814926363056,-0.8063572416792328,정상
95,충청북도 제천시,동명초등학교,-0.10808818288223057,0.0005561972674142343,-0.3992971650876227,0.6317899576376684,1.1553017521327358,-0.8089388411800249,정상
128,충청북도 진천군,진천상산초등학교,0.23998292331297844,0.005314736473604072,1.0555723431553976,0.338562271394478,1.1797133988420931,-0.881680733780224,정상
127,충청북도 진천군,진천삼수초등학교,0.0408052927293998,-0.0800350717798828,1.0555723431553976,0.338562271394478,1.1987002351715934,-0.9198221766973788,정상
200,충청북도 청주시,용성초등학교,0.8581854328456888,0.15077005847801564,0.9724369426843679,-0.47892097510168935,1.250235933780237,-0.9216302235360485,정상
213,충청북도 청주시,증안초등학교,0.29193632196456304,0.09371605265970051,0.9724369426843679,-0.47892097510168935,1.2068374507413793,-0.9570312545626404,정상
257,충청북도 충주시,충주남산초등학교,0.2514433206222398,-0.29080052241213783,-0.08061146328200819,1.3280641933116537,1.4726531593543823,-0.9640409624120853,정상
147,충청북도 청주시,남평초등학교,0.3187884043334838,-0.08357686821370362,0.9724369426843679,-0.04098352162159966,1.269222770109737,-0.965562997926231,정상
172,충청북도 청주시,사천초등학교,-0.043346797686126586,0.12591037552076512,0.9724369426843679,-0.47892097510168935,1.1688637780823787,-0.9687849744264727,정상
169,충청북도 청주시,비봉초등학교,0.35505768895286616,0.0302757066090495,0.9724369426843679,-0.6249001262617193,1.2475235285903081,-0.9916495810035431,정상
178,충청북도 청주시,샛별초등학교,0.2975614826478312,0.0003499403884975752,0.9724369426843679,-0.6249001262617193,1.2583731493500225,-1.006686341329933,정상
219,충청북도 청주시,청원초등학교,0.3573282822457336,0.16269594387028005,0.9724369426843679,-0.33294182394165944,1.3885685984665956,-1.0738042480300098,정상
173,충청북도 청주시,산남초등학교,0.17478814513913318,-0.209567826704802,0.9724369426843679,-0.47892097510168935,1.3668693569471668,-1.0911129654360328,정상
97,충청북도 제천시,명지초등학교,-0.1979316159841028,0.053883012562508464,-0.3992971650876227,0.0034449156879745825,1.4699407541644536,-1.1059669080320134,정상
139,충청북도 청주시,개신초등학교,0.3891410825033032,0.05498711721734495,0.9724369426843679,-0.1869626727816296,1.4590911334047392,-1.1112002811099069,정상
224,충청북도 청주시,청주소로초등학교,-0.6848649793592574,0.3489862181142926,0.9724369426843679,-0.6249001262617193,1.296346822009023,-1.153057771265034,정상
74,충청북도 음성군,동성초등학교,-0.23053189951669825,-0.0721797024003954,-0.21917046406705784,0.09769667198042872,1.570299746191812,-1.1866143806240756,정상
142,충청북도 청주시,교동초등학교,-0.16527303037965005,-0.18394004855707413,0.9724369426843679,-0.33294182394165944,1.461803538594668,-1.19144261064111,정상
106,충청북도 제천시,장락초등학교,0.06395456666411502,-0.02803093918899273,-0.3992971650876227,0.6317899576376684,1.741181273157314,-1.227703352002897,정상
179,충청북도 청주시,생명초등학교,-1.0189228799987335,-0.211947745675935,0.9724369426843679,-0.47892097510168935,1.358732141377381,-1.2282553767752373,정상
138,충청북도 청주시,강서초등학교,-0.10907445817709736,0.07963165569337026,0.9724369426843679,-0.6249001262617193,1.5133392372033112,-1.246707220118891,정상
210,충청북도 청주시,주중초등학교,0.1494918588814551,0.041064422745912196,0.9724369426843679,-0.47892097510168935,1.5892865825213123,-1.2609614389675632,정상
143,충청북도 청주시,금천초등학교,-0.0641927841595588,-0.1092174361858519,0.9724369426843679,-0.47892097510168935,1.6760835485990275,-1.351701320690771,정상
233,충청북도 충주시,국원초등학교,0.034433248740281364,-0.04708920128054826,-0.08061146328200819,2.4998427850556775,2.172453698355962,-1.421190287949583,정상
266,충청북도 충주시,충주중앙탑초등학교,-0.417316408256933,-0.26688704708410305,-0.08061146328200819,-0.6249001262617193,1.8523898859443866,-1.485331820385959,정상
154,충청북도 청주시,동주초등학교,0.04884763111926745,-0.16377152495500413,0.9724369426843679,-0.33294182394165944,1.9907225506307453,-1.562437390288298,정상
162,충청북도 청주시,복대초등학교,-10.139816152251871,-13.822223448756294,0.9724369426843679,-0.47892097510168935,0.3551422211037979,-1.5700701292404264,정상
258,충청북도 충주시,충주남한강초등학교,-0.594934801828726,-0.2766619260155646,-0.08061146328200819,0.9374713293969791,2.115493189367461,-1.5789837887291842,정상
117,충청북도 증평군,증평초등학교,0.09315012861013591,-0.0723705054463991,1.1248518435479222,2.9880838649490205,2.3650344668408927,-1.5797937176789276,정상
129,충청북도 진천군,진천상신초등학교,-0.7964090276800334,-0.07561757530562858,1.0555723431553976,1.3020246690506752,2.0585326803789603,-1.5880852372395402,정상
183,충청북도 청주시,서현초등학교,-0.02214496153445694,-0.15037247169989382,0.9724369426843679,-0.33294182394165944,2.0856567322782467,-1.642157137642371,정상
204,충청북도 청주시,운동초등학교,-8.852437677549615,-2.3110619137116584,0.9724369426843679,-0.33294182394165944,0.8650743968103752,-1.7863555119632863,정상
150,충청북도 청주시,단재초등학교,-0.5213705826335677,-0.02692628697827294,0.9724369426843679,-0.6249001262617193,2.2646754748135343,-1.8596849332613345,정상
156,충청북도 청주시,만수초등학교,0.07576013938799862,0.011765229657654296,0.9724369426843679,-0.6249001262617193,2.5087919419071087,-1.9711165969389275,정상
217,충청북도 청주시,창신초등학교,0.22876450106722265,0.2693906655952261,0.9724369426843679,-0.6249001262617193,2.565752450895609,-1.9954764552787962,정상
125,충청북도 진천군,옥동초등학교,-0.2615706965351811,-0.24642332570517972,1.0555723431553976,1.3020246690506752,2.8614046165978273,-2.1260585896663082,정상
201,충청북도 청주시,용아초등학교,-1.5441218713069902,-1.022838096926502,0.9724369426843679,-0.47892097510168935,2.5793144768452523,-2.2067160073331316,정상
221,충청북도 청주시,청주내곡초등학교,-0.6385113677010407,0.082067632817765,0.9724369426843679,-0.6249001262617193,2.7854572712798262,-2.2643281748191506,정상
135,충청북도 청주시,각리초등학교,0.2813205399911279,0.07303202755901284,0.9724369426843679,-0.47892097510168935,3.0648350058424723,-2.3518033147252724,정상
174,충청북도 청주시,산성초등학교,0.018630700589057716,-0.046731282728928576,0.9724369426843679,-0.47892097510168935,3.0458481695129724,-2.369085968206396,정상
216,충청북도 청주시,창리초등학교,-0.5452877209493521,0.3541870617131262,0.9724369426843679,-0.6249001262617193,2.9644760138151143,-2.387405394110414,정상
212,충청북도 청주시,중앙초등학교,0.05479349944501409,0.000743593475004759,0.9724369426843679,-0.6249001262617193,3.6615641476267653,-2.838211748021828,정상
187,충청북도 청주시,솔밭초등학교,-0.09619797310958308,-0.13861758940188473,0.9724369426843679,-0.6249001262617193,4.1606467025736285,-3.230642640938527,정상
