,지역,학교명,S_i(2025),T_i (2025),B_i(2025),D_i(2025),X_i(2025),SCR(2025),폐교위험등급
48,충청북도 영동군,양산초등학교,0.48959829013402784,0.3996319983812264,-1.0089567685418401,-0.6249001262617193,-0.7677935275266438,0.6350527687872206,주의
69,충청북도 옥천군,청성초등학교,-0.5032683684787458,-1.2880132958362778,-1.2722188700334345,0.4073810140842063,-0.7922051742360011,0.6299631010879595,주의
13,충청북도 괴산군,칠성초등학교,0.37487630226910656,-0.7902961483252504,-1.8818784734876524,-0.6249001262617193,-0.7162578289180003,0.6262804415342381,주의
14,충청북도 단양군,가곡초등학교,-0.044610580254902395,-3.505562518072463,-1.632472272074563,-0.6249001262617193,-0.7949175794259298,0.6224665184416497,주의
67,충청북도 옥천군,증약초등학교대정분교장,-0.10859493230449045,-0.06131334079006769,-1.2722188700334345,-0.6249001262617193,-0.827466441705073,0.6211873728030002,주의
91,충청북도 제천시,금성초등학교,0.5948530167746732,0.036756726156858086,-0.3992971650876227,-0.6249001262617193,-0.7677935275266438,0.6172003558113871,주의
245,충청북도 충주시,소태초등학교,0.5579427969825951,0.5481220752372566,-0.08061146328200819,-0.6249001262617193,-0.7922051742360011,0.6151455793780751,주의
3,충청북도 괴산군,목도초등학교,-0.35626350650912664,-0.7130456056464817,-1.8818784734876524,0.4073810140842063,-0.7081206133482144,0.6150232440311847,정상
7,충청북도 괴산군,소수초등학교,-0.03582841428731178,-1.007480615488562,-1.8818784734876524,-0.6249001262617193,-0.7623687171467866,0.6115790417190575,정상
250,충청북도 충주시,연수초등학교,0.44254149453081476,0.014953703153550052,-0.08061146328200819,2.4998427850556775,-0.472141361824426,0.6112289966805718,정상
0,충청북도 괴산군,감물초등학교,-0.3671782767575019,-0.655045871097914,-1.8818784734876524,0.4073810140842063,-0.7026958029683572,0.6096448638164869,정상
5,충청북도 괴산군,백봉초등학교,-0.5694318287317652,-0.013281324102515632,-1.8818784734876524,0.4073810140842063,-0.7325322600575719,0.6077517803964863,정상
84,충청북도 음성군,오선초등학교,0.5384640792459322,0.3098407220997715,-0.21917046406705784,0.09769667198042872,-0.6918461822086428,0.6022745831277811,정상
9,충청북도 괴산군,연풍초등학교,-0.19762917071270117,-0.2539509722929576,-1.8818784734876524,-0.6249001262617193,-0.773218337906501,0.6003001665177967,정상
87,충청북도 음성군,원당초등학교,0.9330405184296893,0.4930051771469302,-0.21917046406705784,-0.6249001262617193,-0.7026958029683572,0.599953227540246,정상
62,충청북도 옥천군,안내초등학교,0.13396012775277177,-0.13865168402578673,-1.2722188700334345,-0.6249001262617193,-0.7542315015770007,0.5953677749138173,정상
88,충청북도 음성군,청룡초등학교,0.7172540891299436,0.865718215119224,-0.21917046406705784,-0.6249001262617193,-0.7298198548676433,0.5944018949487411,정상
251,충청북도 충주시,오석초등학교,0.6037493114234003,-0.10903776046562236,-0.08061146328200819,-0.6249001262617193,-0.7569439067669294,0.5941964105091679,정상
41,충청북도 보은군,회인초등학교,0.24928619417356512,-0.2086938320086603,-1.355354270504464,-0.6249001262617193,-0.7216826392978575,0.5889520261985065,정상
161,충청북도 청주시,미원초등학교금관분교장,0.5914140543641455,2.500767158198368,0.9724369426843679,-0.6249001262617193,-0.8220416313252158,0.5888870527824533,정상
247,충청북도 충주시,수회초등학교,0.5231769401766108,0.44617289273905086,-0.08061146328200819,-0.6249001262617193,-0.7623687171467866,0.588596333744446,정상
238,충청북도 충주시,달천초등학교매현분교장,0.5343272475983764,0.8090810662244042,-0.08061146328200819,-0.6249001262617193,-0.7596563119568579,0.5879000667426115,정상
43,충청북도 영동군,매곡초등학교,-0.04021740227025775,-0.30903563689845215,-1.0089567685418401,-0.6249001262617193,-0.7894927690460726,0.5877493168382779,정상
63,충청북도 옥천군,이원초등학교,0.5252894823105148,0.5821036420765662,-1.2722188700334345,-0.6249001262617193,-0.6728593458791426,0.581298180687353,정상
197,충청북도 청주시,옥포초등학교,0.7706120056012271,1.2020931562819628,0.9724369426843679,-0.6249001262617193,-0.7759307430964295,0.5758076407593135,정상
90,충청북도 음성군,하당초등학교,0.30805390028737745,-0.05856915293598469,-0.21917046406705784,0.09769667198042872,-0.6864213718287856,0.5705567538678616,정상
80,충청북도 음성군,소이초등학교,0.5962897388484046,-0.31452480530997734,-0.21917046406705784,-0.6249001262617193,-0.7162578289180003,0.5697146534527241,정상
53,충청북도 영동군,추풍령초등학교,0.009296261629139017,-0.5787174870962623,-1.0089567685418401,-0.6249001262617193,-0.7542315015770007,0.5672450059044016,정상
45,충청북도 영동군,상촌초등학교,0.07559394220797704,0.29316182295408366,-1.0089567685418401,-0.6249001262617193,-0.7379570704374291,0.5629949042191835,정상
107,충청북도 제천시,제천덕산초등학교,0.38436693944702277,0.269570120379602,-0.3992971650876227,-0.6249001262617193,-0.7216826392978575,0.5573588603604793,정상
11,충청북도 괴산군,청안초등학교,-0.3656843193957671,0.011077853364176195,-1.8818784734876524,-0.6249001262617193,-0.7406694756273577,0.5557219019664714,정상
83,충청북도 음성군,오갑초등학교,-0.24242297331074666,-0.4695622543470893,-0.21917046406705784,0.09769667198042872,-0.7515190963870721,0.5533228224548017,정상
93,충청북도 제천시,남천초등학교,0.16341928243833317,-0.3864074616636936,-0.3992971650876227,1.8884800415370562,-0.4829909825841404,0.5528968124080509,정상
23,충청북도 단양군,상진초등학교,0.44059690849871974,-0.20870104959346822,-1.632472272074563,0.4867872556492776,-0.5046902241035692,0.5519558911531937,정상
166,충청북도 청주시,북이초등학교,0.8584158237402422,-0.2744989863199325,0.9724369426843679,-0.6249001262617193,-0.7298198548676433,0.5517609327644056,정상
92,충청북도 제천시,남당초등학교,0.2623762434284763,0.058310222938826685,-0.3992971650876227,1.8884800415370562,-0.4640041462546402,0.550531520479743,정상
