"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","전체학급수","전체학생수","생활안전교육 시간(단위활동차시)-1학기","생활안전교육 시간(단위활동차시)-2학기","생활안전교육 시간(단위활동차시)-합계","교통안전교육 시간(단위활동차시)-1학기","교통안전교육 시간(단위활동차시)-2학기","교통안전교육 시간(단위활동차시)-합계","폭력예방및신변보호교육 시간(단위활동차시)-1학기","폭력예방및신변보호교육 시간(단위활동차시)-2학기","폭력예방및신변보호교육 시간(단위활동차시)-합계","약물중독예방교육 시간(단위활동차시) - 1학기 (2020년 이후)","약물중독예방교육 시간(단위활동차시) - 2학기 (2020년 이후)","약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후)","지능정보서비스과의존관련교육 시간(단위활동차시) - 1학기 (2023년 이후)","지능정보서비스과의존관련교육 시간(단위활동차시) - 2학기 (2023년 이후)","지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후)","재난안전교육 시간(단위활동차시)-1학기","재난안전교육 시간(단위활동차시)-2학기","재난안전교육 시간(단위활동차시)-합계","직업안전교육 시간(단위활동차시)-1학기","직업안전교육 시간(단위활동차시)-2학기","직업안전교육 시간(단위활동차시)-합계","응급처치교육 시간(단위활동차시)-1학기","응급처치교육 시간(단위활동차시)-2학기","응급처치교육 시간(단위활동차시)-합계"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S000003511","서울교육대학교부설초등학교","02","국립","N","","27","606","5","5","10","4","4","8","2","3","5","2","2","4","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S000003563","서울대학교사범대학부설초등학교","02","국립","N","","30","588","8","6","14","8","7","15","5","5","10","4","4","8","2","2","4","5","4","9","2","2","4","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000737","서울개원초등학교","02","공립","N","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000738","서울개일초등학교","02","공립","N","","33","1067","6","6","12","6","5","11","5","3","8","5","5","10","1","1","2","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000739","서울개포초등학교","02","공립","N","","40","646","7","7","14","5","6","11","21","21","42","15","15","30","27","27","54","18","18","36","6","6","12","9","9","18"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000741","서울구룡초등학교","02","공립","N","","32","726","6","10.1","16.1","4","9.6","13.6","4.5","5.6","10.1","4.8","6.8","11.6","2","2","4","2.8","6","8.8","1.5","1.2","2.7","1.2","1.5","2.7"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000742","서울논현초등학교","02","공립","N","","13","236","6","6","12","6","5","11","4","4","8","3","3","6","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000743","서울대곡초등학교","02","공립","N","","47","1173","7.1","5.9","13","6.5","6","12.5","3.8","4.8","8.6","3.2","2.3","5.5","2.1","2.9","5","3.2","3.8","7","1","1","2","1.5","1.5","3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000744","서울대도초등학교","02","공립","N","","62","1985","6","6","12","6","5","11","5","5","10","5","5","10","3","3","6","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000745","서울대모초등학교","02","공립","N","","31","847","6","6","12","5","6.5","11.5","4","4","8","3","2","5","2","3","5","3","3.3","6.3","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000746","서울대왕초등학교","02","공립","N","","26","556","6","6","12","6","5","11","5","4","9","3","3","6","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000747","서울대진초등학교","02","공립","N","","15","262","5","5","10","5","5","10","5","5","10","3","2","5","3","2","5","3","3","6","2","1","3","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000748","서울대청초등학교","02","공립","N","","11","98","7","5","12","6","5","11","4","4","8","3","3","6","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000749","서울대치초등학교","02","공립","N","","48","1461","5","5","10","5","4","9","2","1","3","2","1","3","1","1","2","2","3","5","0","0","0","1","0","1"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000750","서울대현초등학교","02","공립","N","","32","836","5","5","10","5","5","10","5","5","10","3","2","5","2","3","5","3","3","6","2","1","3","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000751","서울도곡초등학교","02","공립","N","","36","870","6","6","12","6","5","11","4","4","8","3","3","6","3","4","7","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000752","서울도성초등학교","02","공립","N","","57","1802","6","6","12","6","5","11","5","5","10","3","2","5","2","2","4","3","4","7","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000753","서울반원초등학교","02","공립","N","","50","1365","9","3","12","6","5","11","4","4","8","3","2","5","1","1","2","2","4","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000755","서울방배초등학교","02","공립","N","","33","786","10","2","12","8","3","11","3","5","8","4","2","6","3","1","4","2","4","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000756","서울방일초등학교","02","공립","N","","37","961","6","6","12","6","6","12","4","4","8","5","5","10","1","1","2","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000757","서울방현초등학교","02","공립","N","","13","208","6","6","12","6","5","11","6","5","11","3","2","5","3","2","5","4","2","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000758","서울봉은초등학교","02","공립","N","","23","458","7","5","12","6","5","11","4","4","8","2","3","5","3","2","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000759","서울삼릉초등학교","02","공립","N","","23","535","6","6","12","6","5","11","4","4","8","2","3","5","3","2","5","4","4","8","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000760","서울서래초등학교","02","공립","N","","45","1323","6","10","16","5","9","14","2","3","5","1","3","4","2","2","4","3","5","8","0","0","0","0","1","1"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000761","서울서원초등학교","02","공립","N","","51","1501","6.9","6","12.9","5.6","5","10.6","7.6","4","11.6","4","3","7","3.8","3","6.8","3.6","3","6.6","1","1","2","1.3","1","2.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","N","","47","1425","6","6","12","6","5","11","4","4","8","3","2","5","2","3","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","N","","23","493","15","10","25","11","7","18","11","5","16","5","5","10","1","3","4","6","2","8","3","2","5","3","1","4"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","36","1022","6","6","12","6","5","11","5","5","10","2","3","5","3.5","2","5.5","3","3","6","1","1","2","1.3","1","2.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","12","135","6","6","12","6","5","11","10","9","19","5","5","10","3","2","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","21","456","6","6","12","6","5","11","4","4","8","1","1","2","4","4","8","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","49","1164","5","5","10","5","5","10","5","5","10","2.5","2.5","5","2.5","2.5","5","3","3","6","1.5","1.5","3","2","2","4"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","36","828","7.2","4.8","12","6.7","4.7","11.4","4.5","4","8.5","5.5","4.5","10","1","1","2","2.5","3.5","6","0.7","1.5","2.2","0.5","1.5","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","37","862","7","2","9","7","2","9","4","4","8","4","2","6","2","3","5","3","2","5","1","1","2","3","1","4"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","25","524","6","6","12","5","6","11","4","4","8","5","5","10","3","2","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","21","395","7","5","12","7","4","11","5","3","8","3","2","5","2","3","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","45","1050","6","6","12","5","6","11","5","5","10","5","5","10","1","1","2","3","3","6","2","1","3","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","N","","59","1649","12","7","19","11","7","18","8","7","15","8","3","11","1","1","2","6","3","9","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","51","1469","6","6","12","5","6","11","16","15","31","3","3","6","3","2","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","17","317","8.4","4.1","12.5","8.2","3.1","11.3","7.5","2.8","10.3","2.3","3","5.3","2.3","3","5.3","4.4","2.6","7","1.2","1.5","2.7","1.7","1.8","3.5"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","14","293","6","6","12","6","5","11","4","4","8","3","2","5","2","3","5","4","2","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","33","838","6","6","12","6","5","11","6","6","12","3","2","5","3","2","5","3","4","7","1","2","3","2","1","3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","N","","13","244","6","6","12","6","5","11","4","4","8","3","2","5","2","3","5","3","3","6","2","0","2","0","2","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","43","1175","6","6","12","5","6","11","8","8","16","5","5","10","3","3","6","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","42","1048","6","6","12","6","5","11","5","7","12","5","3","8","2","2","4","3","4","7","1","2","3","1","2","3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","25","555","12","0","12","10","1","11","0","8","8","4","2","6","3","1","4","4","2","6","2","0","2","2","0","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","N","","43","1258","6","6","12","6","5","11","9","7","16","3","2","5","2","2","4","3","4","7","1","2","3","2","1","3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","64","1627","6","6","12","5.5","5.5","11","4","4","8","2.5","3","5.5","2","2.5","4.5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","22","479","7","7","14","6.5","6.5","13","5.2","6.1","11.3","3","2","5","2","3","5","3","3","6","1","1","2","1.5","1.5","3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","24","482","6","6","12","6","5","11","5","4","9","5","5","10","5","5","10","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","21","477","6","6","12","6","6","12","4","4","8","5","5","10","5","5","10","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","35","794","6","6","12","6","5","11","4","4","8","3","3","6","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","N","","51","1202","6","6","12","6","5","11","4","4","8","3","2","5","2","3","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","29","627","6","6","12","5","5","10","5","7","12","2","2","4","2","2","4","3","4","7","0","0","0","1","2","3"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","37","795","6","6","12","6","5","11","9","8.5","17.5","3","4","7","3.5","4","7.5","3.5","3.5","7","1.5","1","2.5","3","3","6"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","48","1159","6","6","12","6","5","11","8","8","16","4","3","7","4","4","8","6","6","12","1","1","2","2","2","4"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","N","","26","531","6","6","12","5","6","11","4","4","8","3","3","6","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","32","687","5","5","10","5","5","10","5","5","10","2","3","5","1","1","2","3","3","6","3","3","6","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","31","672","6","6","12","6","5","11","4","4","8","3","2","5","2","3","5","3","3","6","1","1","2","2","2","4"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","32","626","6","6","12","6","5","11","4","4","8","5","5","10","4","4","8","3","3","6","1","1","2","2","2","4"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","23","456","6","6","12","5","6","11","4","4","8","2","3","5","3","2","5","3","3","6","1","1","2","0","2","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","34","801","6","6","12","6","5","11","4","4","8","2","2","4","3","3","6","3","3","6","1","1","2","2","1","3"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","N","","67","1841","6","6","12","6","5","11","4","4","8","2","2","4","3","3","6","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","N","","35","750","6.1","5.8","11.9","7","4","11","5.2","3","8.2","4.3","1.5","5.8","3.3","2.7","6","2.2","2.7","4.9","1","1","2","1","1.5","2.5"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","17","324","6","6","12","6","5","11","4","4","8","5","5","10","1","1","2","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","35","763","6","7","13","6","5.3","11.3","5","5.1","10.1","5","5.8","10.8","1","1","2","3","5.1","8.1","2","0.3","2.3","2","1","3"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","N","","39","796","6.3","6","12.3","6","5","11","3.2","4.3","7.5","2.9","2.1","5","2.1","2","4.1","3.2","3.1","6.3","1.2","0.9","2.1","1.4","1.1","2.5"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","N","","57","1794","6","6","12","6","5","11","4","4","8","3","3","6","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","30","742","7","5","12","6","5","11","4","4","8","4","4","8","3","3","6","4","2","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","46","1007","43","44","87","41","36","77","27","24","51","30","29","59","81","46","127","20","19","39","19","19","38","9","9","18"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","62","1450","6","6","12","6","5","11","4","4","8","3","2","5","3","2","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","27","558","6","6","12","5","6","11","5","5","10","4","4","8","1","1","2","2","3","5","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","32","714","6","6","12","5","6","11","4","4","8","5","5","10","1","1","2","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","N","","30","651","6","6","12","6","5","11","4","4","8","3","2","5","2","3","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","25","539","6","6","12","5","5","10","4","4","8","4","4","8","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","34","680","6","6","12","6","5","11","4","4","8","3","2","5","3","2","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","11","166","6","6","12","6","5","11","4","4","8","4","6","10","2","2","4","4","2","6","2","0","2","0","2","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","33","679","6","6","12","6","5","11","4","4","8","5","5","10","2","3","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","22","420","5","5","10","5","5","10","9","9","18","2","2","4","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","30","586","6","6","12","6","5","11","10","9","19","2","3","5","3","2","5","4","4","8","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","38","801","5.8","6.2","12","5.8","5.5","11.3","3.9","4.1","8","4.9","5.1","10","2","0.5","2.5","3.5","2.6","6.1","1.5","0.5","2","1.2","0.8","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","49","1043","6","6","12","6","5","11","10","9","19","3","2","5","2","3","5","3","3","6","1","2","3","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","28","590","5","5","10","5","4","9","2","1","3","1","1","2","1","1","2","3","2","5","0","0","0","1","0","1"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","N","","33","783","7.8","4.2","12","6.3","4.7","11","4","4","8","3","2","5","2","3","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","25","546","6.6","5.6","12.2","5.8","5.9","11.7","5","5","10","2.5","2.5","5","2.5","2.5","5","3","3","6","1","1","2","1.3","1.3","2.6"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","32","661","6","6","12","5","6","11","4","4","8","2","3","5","3","2","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","22","418","6","6","12","6","5","11","4","4","8","3","2","5","3","2","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","34","706","6","6","12","6","5","11","4","4","8","4","4","8","2","3","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","23","400","5","5","10","5","4","9","2","1","3","3","2","5","1","1","2","3","2","5","1","0","1","0","1","1"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","20","392","6","6","12","6","5","11","4","9","13","2","3","5","3","2","5","3","4","7","1","2","3","1","2","3"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","N","","31","661","7","5","12","7","5","12","5","5","10","3","1","4","3","2","5","4","3","7","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","N","","31","656","6","6","12","6","5","11","4","4","8","2.5","2.5","5","2.5","2.5","5","2","3","5","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","N","","23","501","6","6","12","6","5","11","4","4","8","5","5","10","5","5","10","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","34","844","6","6","12","6","5","11","6","3","9","2","1","3","2","4","6","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","52","1416","6","6","12","6","5","11","4","4","8","2","3","5","3","2","5","4","2","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","N","","41","1004","6","6","12","6","5","11","4","4","8","3","3","6","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","N","","57","1670","6","4","10","6","4","10","6","4","10","3","2","5","3","2","5","4","2","6","1","2","3","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","24","508","6","6","12","6","5","11","4","8","12","5","5","10","2","2","4","3","5","8","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","45","1004","6","6","12","6","5","11","4","4","8","4","4","8","1","1","2","3","2","5","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","36","760","6","6","12","6","5","11","5","5","10","2","3","5","3","2","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","N","","16","273","6","6","12","5","6","11","4","4","8","4","4","8","1","1","2","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","32","659","6","6","12","6","5","11","4","4","8","2","2","4","3","3","6","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","33","693","7","5","12","6","5","11","4","4","8","3","2","5","6","1","7","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","12","171","6","6","12","5","6","11","4","4","8","5","5","10","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","18","341","4","3","7","2","2","4","3","3","6","5","5","10","1","1","2","1","1","2","0","1","1","2","2","4"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","15","289","7.3","4.7","12","5.6","5.4","11","4.7","5.3","10","2.7","2.5","5.2","2.8","2","4.8","2.5","3.5","6","1","1","2","1.3","0.7","2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","N","","34","714","6.1","7.9","14","6.9","6.7","13.6","4","5.6","9.6","6","4","10","1","1","2","5","3.1","8.1","5","3.1","8.1","1","1","2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","33","730","8","8","16","5","6","11","5","6","11","2","3","5","3","3.2","6.2","3","2.3","5.3","1","1","2","1","2","3"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","14","199","6","6","12","6","5","11","4","4","8","3","2","5","3","2","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","40","1022","6","6","12","6","5","11","4","4","8","3","2","5","2","3","5","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","45","931","6","6","12","5","6","11","5","4","9","3","2","5","2","3","5","2","4","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","34","738","6","6","12","6","5","11","4","4","8","5","5","10","2","2","4","3","3","6","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","28","473","6","9","15","4","8","12","4","4","8","4","6","10","4","6","10","4","4","8","1","1","2","1","1","2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","8","85","5","7","12","5","5","10","2","8","10","2","8","10","2","4","6","3","3","6","0","2","2","1","1","2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","38","1095","10","7","17","6","1","7","8","5","13","2","3","5","2","3","5","1","5","6","1","1","2","1","2","3"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","33","711","6","5","11","6","5","11","4","4","8","5","8","13","3","2","5","3","3","6","1","1","2","1","3","4"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","65","1928","7","6","13","6","7","13","5","4","9","3","3","6","2","2","4","3","3","6","1","1","2","1","1","2"
